Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 2325	-0.392588	-0.392588	0.616655	1.758729	-0.392588	-0.370080	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	1.329941	-0.117581	0.564040	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	-0.392588	2.415215	0.951609	-0.392588	-0.392588	-0.392588	-0.392588
Probe 2326	-0.022828	0.645240	0.803556	1.387019	0.007378	-0.379727	-0.383369	-1.264104	-0.064774	-0.766853	-0.697928	-0.199686	-0.517556	1.835913	-0.158722	1.556408	0.627315	-0.215498	0.085811	-0.557545	-1.074578	-0.031256	1.433726	-0.153229	0.037740	-0.235997	0.567521	-0.054822	-0.592021	-0.924629	1.214926	-0.498673	-0.525871
Probe 2327	1.487022	0.735982	1.084818	1.373061	0.179391	-2.114087	-0.134816	-1.626013	-0.334425	-2.114087	-0.132873	-0.081215	0.225691	1.319940	0.666673	1.178928	1.010241	-1.241251	-0.411290	-0.998514	0.483524	0.488835	0.849100	0.385353	-1.610609	-0.595580	0.390064	0.093150	-1.720980	-1.774612	1.053000	0.207245	-0.268496
Probe 2328	0.111960	-0.402165	-0.092617	1.177376	-0.402165	0.382183	-0.402165	-0.402165	-0.402165	-0.402165	1.852523	0.126016	-0.402165	-0.149618	-0.402165	-0.402165	0.388607	-0.287216	-0.402165	0.523347	-0.402165	-0.402165	-0.402165	-0.402165	-0.402165	-0.402165	1.020654	2.550606	-0.041480	-0.402165	-0.402165	0.395779	1.135440
Probe 2329	1.403209	1.546298	-0.704661	0.821959	0.775225	-0.236088	-0.473291	-2.821359	-0.193950	-0.939493	-0.378836	0.202231	-0.043905	0.508230	0.685303	0.269407	0.258813	-0.945561	-0.420008	0.865062	0.097409	1.213825	0.313453	-0.226015	0.757632	-0.273353	1.875343	-0.037513	-2.170081	0.387000	0.088993	-0.127983	-3.055228
Probe 2330	-1.061648	1.592587	0.332513	0.647892	-1.061648	-1.061648	-1.061648	-0.622484	2.435833	0.596666	-1.061648	0.309197	1.617430	0.041004	-1.061648	0.812219	1.934741	-1.061648	0.826972	-1.061648	0.250973	0.851874	1.636182	0.639426	2.363972	-1.061648	0.561428	0.223268	-1.061648	-1.061648	0.748897	-1.061648	-1.061648
Probe 2331	1.012430	1.062133	0.804517	0.933795	-0.259954	-0.492901	-1.239993	0.968018	-0.309505	-1.575506	-0.297713	-0.878745	-0.479259	0.885667	1.032168	1.119521	1.326032	-0.259545	-0.367039	-0.797547	-0.575696	0.542205	0.993736	0.955365	0.190607	-0.005590	-0.900694	-0.484504	0.026267	-1.186088	1.332066	-0.542933	-0.872434
Probe 2332	0.173152	-1.621561	2.916419	0.693513	0.011596	-1.621561	-0.328791	-0.119132	-0.305687	-1.621561	2.717205	-1.621561	-1.531360	1.083499	0.380628	-0.133106	-0.012752	-1.621561	2.262780	0.176228	-0.251119	-1.621561	-1.621561	0.008078	-1.471720	0.397802	1.776743	-1.621561	-0.582803	-1.621561	2.519802	2.881761	1.393316
Probe 2333	-0.721478	-0.721478	0.840577	-0.721478	1.527668	-0.028760	-0.721478	-0.721478	-0.721478	-0.721478	1.414879	-0.721478	-0.721478	-0.721478	-0.150804	-0.721478	0.559478	-0.721478	-0.721478	1.120762	-0.330572	0.172415	-0.721478	-0.721478	2.418309	-0.721478	2.658307	-0.721478	-0.721478	1.543023	1.874878	-0.721478	-0.721478
Probe 2334	-0.572105	-0.572105	1.570843	-0.572105	-0.572105	1.444117	-0.572105	-0.209563	0.165190	-0.572105	1.817097	-0.572105	-0.572105	2.139874	0.591308	0.884727	-0.572105	-0.572105	1.902617	-0.409032	0.508257	-0.572105	-0.572105	-0.572105	-0.572105	-0.572105	1.171737	-0.038445	-0.572105	-0.572105	-0.572105	1.553382	-0.572105
Probe 2335	1.160883	-1.060562	2.166809	2.059100	1.104315	-1.060562	-1.060562	3.107460	0.640452	-1.060562	-1.060562	-1.060562	0.463179	2.116485	-0.399218	0.871959	-1.060562	-0.226590	-1.060562	-0.532973	1.353024	-1.060562	-1.060562	-1.060562	1.173595	-1.060562	-1.060562	1.453380	1.498904	-1.060562	2.756338	-0.917568	-1.060562
Probe 2336	0.694665	-0.753678	-0.411680	-0.191656	-0.296019	0.666160	0.450285	-0.261725	0.579842	0.206832	0.689509	0.915286	0.344981	-0.087214	0.004767	0.543281	-0.443614	-1.228880	1.175851	0.487536	-0.567354	-0.118111	0.178063	-0.536858	1.130126	-0.316763	-0.280726	-0.669577	-0.926917	-0.190812	0.163085	-0.073718	-0.285021
Probe 2337	1.778519	0.749446	-0.119760	-0.474340	-0.346525	0.305020	0.369104	-1.879025	-1.357767	0.377734	0.173208	-1.502256	-0.120094	0.312947	0.785976	0.213809	0.491139	-1.268266	0.728327	-1.402225	-0.087120	0.731934	-0.098389	-0.086804	0.207090	0.416830	1.476087	-0.150275	-0.220215	-0.315574	-0.534296	0.887433	-1.879025
Probe 2338	1.336608	0.487161	1.550840	0.883417	-0.506634	-0.578975	-3.005107	1.026875	-0.000405	-2.152245	-3.005107	-1.122363	0.080185	1.525523	0.535028	1.903873	1.332604	1.445885	-3.005107	-0.674057	1.221894	0.612849	1.405625	0.762369	-0.551260	0.929019	0.166389	1.664349	0.124004	0.213873	1.408335	-0.096950	-3.005107
Probe 2339	-0.182446	-0.185562	0.262207	1.659252	-0.265553	-0.689844	0.512467	0.289117	0.828752	0.343777	0.317287	0.551956	0.698141	0.528907	-0.966381	1.670337	-0.582743	-1.146638	0.351228	-0.668588	-0.217217	-0.402169	1.909981	-1.253228	-0.300110	-0.458494	-0.250809	-1.443850	-0.585966	-0.063784	-0.605259	0.582527	-0.450410
Probe 2340	0.522445	0.649410	-0.055044	0.878924	-0.155644	-0.280350	-0.119009	-1.707062	-0.041445	-0.543231	0.227670	0.708893	0.378438	0.736677	-0.355961	1.358452	0.304347	-1.775892	0.203644	0.242887	0.053670	0.675397	0.857235	-1.140604	0.482150	-1.410003	0.598300	-0.803692	-0.482869	0.020805	0.829262	0.023233	-0.179046
Probe 2341	0.324171	0.803817	-0.236285	0.372190	-0.709422	0.677686	0.398179	0.086186	0.928982	0.539518	0.263547	0.345740	0.681665	-0.915000	-0.344275	0.545272	0.082942	0.150327	0.701492	0.576784	-0.514784	0.011414	0.421605	-3.411473	0.722698	-0.211989	0.189789	-0.341535	-0.560684	0.854488	0.267448	0.164832	0.308456
Probe 2342	0.582373	-0.466499	0.411139	0.119015	0.745730	0.656530	-0.106549	0.025480	-0.239537	-0.795275	0.737484	0.594338	-0.646636	-0.372866	-0.161315	-1.082089	0.351016	-1.838620	0.588402	0.803324	1.164925	0.288058	1.747927	-0.918264	0.898660	-0.443317	1.111250	-2.360479	-2.360479	0.388474	1.515441	-1.538622	-0.300318
Probe 2343	0.945209	0.564859	-1.299908	-0.109724	1.179020	1.026470	0.546214	-1.115604	0.522185	0.142315	1.423134	1.087390	0.518305	-0.231340	0.292240	-1.929447	0.037721	-0.705269	1.744877	0.554385	-1.929447	0.186839	-0.116974	-0.693041	1.257754	0.049900	0.742965	-1.539834	-1.338894	0.680748	-0.383849	0.614277	0.368766
Probe 2344	0.159464	0.243982	-0.242087	0.808678	1.256402	-0.071964	-1.208984	-0.453875	0.969386	-0.274153	-1.208984	0.311190	0.520046	-0.204364	-0.661897	-0.113580	0.875080	0.490927	1.726721	-1.208984	-0.566946	1.138941	1.069152	-0.662238	-0.184674	-0.412014	-0.109224	-0.776726	-1.162053	0.239122	-0.082256	-0.010137	-1.208984
Probe 2345	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	0.049463	-0.561624	-0.561624	-0.561624	4.257580	-0.561624	-0.561624	-0.561624	1.965509	-0.561624	-0.561624	-0.561624	4.033210	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	0.465624	-0.561624	-0.561624	-0.561624	-0.561624	-0.561624	3.471348
Probe 2346	0.478785	0.309823	-0.375090	-0.375090	-0.119818	-0.375090	0.693784	-0.375090	3.833746	-0.375090	-0.375090	-0.375090	-0.375090	1.013235	-0.175926	-0.375090	-0.375090	-0.375090	1.518650	-0.277741	-0.185564	-0.375090	-0.375090	-0.375090	0.938727	0.530257	-0.375090	-0.375090	-0.375090	-0.375090	-0.375090	-0.375090	-0.375090
Probe 2347	0.605870	0.131824	-0.200614	-0.013474	-0.214676	0.624634	0.585171	-1.863382	0.750739	-1.011099	0.140731	0.525939	0.385326	0.198046	0.257693	0.402242	0.372911	-0.366979	-0.210642	-0.008587	-0.004729	0.857188	-0.405013	-0.452745	1.009283	0.162322	0.699523	0.321952	-1.564372	0.516678	-0.226061	0.740009	-0.839838
Probe 2348	0.204181	0.319139	0.698807	1.079996	-0.482035	-1.436947	-0.386682	0.412199	0.151123	-1.014072	0.774662	-0.006315	0.363319	1.182685	-0.459533	1.164148	0.632900	-1.222951	0.416016	0.172487	0.560253	0.723770	0.672530	0.075161	-0.075806	-0.902044	0.714147	-0.403603	0.200228	-1.285695	1.641232	0.308610	-0.057923
Probe 2349	3.332285	3.423284	-1.819932	-2.267864	1.865762	2.280114	1.006188	0.763705	0.663568	-2.267864	-2.267864	0.120683	0.835021	-0.803813	1.516262	-0.396994	0.584135	-0.798926	0.363181	1.544429	0.320916	-2.267864	-2.267864	0.746750	1.211011	0.122570	2.251699	-2.267864	-2.267864	2.407894	0.733333	-2.267864	-2.267864
Probe 2350	0.524065	0.305765	-0.391872	0.254387	0.051560	-0.119479	1.038164	-0.972379	-0.506363	-0.082569	0.290799	0.977782	-0.133323	-0.338733	0.380386	0.207997	0.197865	-0.662915	0.598965	0.444652	-0.302493	0.428041	-0.654753	-0.600195	0.753290	-0.047011	0.508743	-0.503180	-0.395018	-0.083914	0.093295	-0.274152	-2.621803
Probe 2351	0.425729	-0.268384	-0.647922	0.347973	-0.317941	0.312583	0.837873	-1.348782	0.429948	1.000106	1.025989	-0.081458	0.089715	0.146311	0.122270	0.919649	-0.209002	-0.991983	0.597672	0.560905	0.661857	-0.525673	0.013805	-1.050990	0.906388	-0.704409	1.028745	-1.656393	-0.899255	-0.012791	0.612547	0.737308	0.166194
Probe 2352	1.122952	0.644745	-1.111123	-1.087230	-0.032215	0.238649	-0.244415	-1.556066	0.006955	-0.472586	0.479589	0.462835	0.303114	-0.246532	0.699214	0.106888	0.495490	-0.711384	0.615766	0.413885	-0.812275	0.865488	0.128608	-0.353611	0.339011	0.318651	0.666003	-0.010669	-1.651032	0.071694	-0.101048	-0.320792	0.170837
Probe 2353	0.550952	0.913199	0.805742	-0.793055	-0.917633	-0.361236	0.677091	-0.781861	1.332802	-0.917633	0.610546	2.129242	-0.161170	-0.000123	-0.443712	0.665397	-0.069636	-0.605992	1.583044	1.028392	-0.917633	-0.917633	0.865927	-0.526341	-0.281094	-0.917633	-0.011326	0.185677	-0.917633	-0.917633	0.283864	-0.917633	0.454266
Probe 2354	0.989450	0.132699	0.495264	0.590485	-0.016465	-0.354653	0.247484	-0.009382	0.268875	0.289398	0.171570	0.694622	0.505943	0.407750	-0.085754	1.066976	0.846117	-0.053809	-2.279864	0.216771	-1.380494	-0.970934	1.166353	-2.279864	-0.020725	0.308292	-0.332107	-0.648411	-0.515663	-0.213446	0.230875	0.314486	1.088538
Probe 2355	1.632934	1.111366	1.447623	1.597367	-0.188514	-1.320477	-1.320477	-1.320477	0.033282	-1.320477	-1.300092	0.133984	0.503550	0.475306	-0.423203	0.782608	-0.432951	-0.577973	-1.320477	0.454562	1.155499	0.129546	1.766198	-1.320477	-0.652505	0.294045	0.473180	-0.916508	0.198428	-1.320477	0.818985	1.840596	0.035370
Probe 2356	1.790970	1.420491	-1.043568	-1.362767	0.238681	-0.171728	0.266287	-1.362767	0.770935	-1.362767	1.261774	0.025780	-1.362767	-1.362767	1.242580	-1.362767	1.231782	-1.362767	-0.573194	0.797383	1.285660	0.385696	-1.289169	-0.490993	0.680844	0.277646	2.295789	-1.362767	-1.362767	0.027590	-1.362767	0.079195	0.687454
Probe 2357	0.283627	0.851774	-0.401983	0.323901	-0.178213	2.045667	0.409584	-1.084820	1.284435	-0.050733	0.726262	0.925362	0.100204	-0.085847	0.485854	-0.943934	-0.908498	0.146852	-0.053113	1.230548	1.759037	-0.101528	-1.084820	-0.897324	1.413421	-0.594511	0.496320	-1.084820	-1.084820	0.963606	0.647191	0.307433	-1.084820
Probe 2358	1.194145	0.732524	0.214158	0.240782	-0.775397	-1.242544	-0.407516	-1.242544	-1.242544	-0.842194	-1.242544	1.176468	0.312779	0.175704	-1.242544	0.601077	0.385063	-1.242544	-1.242544	0.809790	-1.242544	-1.242544	1.404826	1.372373	-0.691086	1.003590	0.533519	1.150672	0.231600	-0.488031	1.121844	1.373622	-1.242544
Probe 2359	0.503675	-0.115646	0.198057	0.593326	-0.042349	-0.967323	-0.657330	-0.631394	0.016569	-0.916880	0.482229	-0.572279	-0.382067	0.966981	0.175177	1.375423	-0.031020	-1.069286	0.779767	0.324057	-0.937510	-0.154580	1.188061	0.426090	0.698204	0.348382	-0.042930	-0.402580	-1.048846	-0.104304	0.768101	0.315370	0.346898
Probe 2360	0.803876	0.802303	-0.970150	-0.461025	0.550259	1.140563	0.584912	-1.345932	-1.345932	1.379986	0.569270	1.512670	0.259626	-0.248555	0.181201	0.049674	-0.732400	-0.272088	-1.339207	1.059833	-1.345932	0.288874	-0.197856	-1.345932	0.760975	1.268590	-1.246172	0.503113	-1.066166	0.755810	-1.345932	0.375683	0.428982
Probe 2361	0.887819	-0.864777	-1.137033	0.036908	1.763034	2.235909	-0.326411	-0.874499	-0.982787	2.094152	2.620295	-0.357573	-1.584965	-1.584965	0.903476	-1.584965	-1.584965	-0.655731	1.660039	0.760311	-0.021878	-1.584965	-1.584965	-1.584965	0.356882	0.519537	-0.454419	1.078164	-1.584965	2.283850	-1.584965	-0.075189	1.674944
Probe 2362	1.002636	0.143554	-0.181919	1.073667	0.279836	-0.957229	-0.849177	-1.173166	0.515549	-0.988643	0.801415	-0.999213	-0.227149	0.144337	0.717875	0.230755	0.964337	-1.173166	0.698258	0.246111	1.608120	-0.432008	1.047889	-0.595724	0.472875	-1.173166	1.746022	-1.173166	-1.173166	-0.246265	0.368600	0.727525	0.672424
Probe 2363	0.301055	-0.225951	0.568541	0.503095	-0.316363	0.948716	0.262686	0.660492	0.611704	0.194780	0.995252	0.531182	-0.400139	-0.029152	-0.489964	-0.005800	0.653239	-0.206865	0.360280	0.733894	0.579595	0.604647	0.289106	-1.921910	-0.511824	-2.129169	0.781981	-0.641945	-0.645961	0.739326	1.237386	0.643437	1.194542
Probe 2364	1.607748	0.802562	0.843006	1.335263	0.792768	-2.389904	-1.440316	0.373127	-1.050305	-2.361579	0.112369	-0.958913	-0.071367	1.114159	0.276892	0.903765	0.478644	-0.598662	0.293090	-1.332534	0.162562	0.490439	0.402979	-0.138611	-0.336948	0.261743	1.012258	-0.185576	-1.016621	-1.954555	1.177197	-0.516092	-0.542904
Probe 2365	0.598920	-0.686212	-1.116587	0.186352	0.621418	0.208091	0.633580	-0.901651	0.273915	-0.092483	3.972463	0.538798	0.516073	-0.528411	1.472211	-1.319411	-0.684574	-0.740088	3.607491	0.171532	-0.373523	-0.536321	-1.323048	-2.240390	-0.938546	-2.240390	1.447159	-0.452974	-1.072350	0.406887	0.189731	-0.067649	3.837158
Probe 2366	0.337699	-0.099659	0.272527	0.851013	-0.542835	-0.149641	0.907377	-1.873800	0.925982	0.121174	0.819622	-0.145197	0.710530	0.298298	0.413073	0.640063	0.703715	-1.598176	0.698843	1.085002	1.027909	-0.103930	0.411326	-0.698735	0.333884	-1.537328	2.087184	-1.565635	-0.842490	0.638799	0.613724	0.745138	0.265429
Probe 2367	-0.255818	0.039360	-0.409250	0.678063	-0.436173	-0.836671	1.626514	-0.939990	1.286663	1.445361	-0.163474	1.120459	1.247969	-0.933868	0.526994	0.139719	0.159823	-0.635108	1.148462	-0.235915	0.463521	-0.485131	-1.010287	-0.715036	0.098540	-0.309019	-0.362149	-1.343649	1.318045	-0.067878	-0.575055	-0.019735	-2.094052
Probe 2368	0.340410	-0.112165	0.638813	1.071301	-0.760762	-0.660917	0.413276	-1.868682	0.357279	-0.689079	1.195746	-1.069975	-0.487025	-0.296648	0.998498	0.310669	1.082240	-1.567026	0.816284	0.534772	0.451391	0.904217	0.354375	-0.415311	0.878946	-1.189449	1.853547	-1.477832	-1.433552	0.556471	-0.338859	0.670508	0.210976
Probe 2369	-0.270527	-0.633753	-0.982382	-0.887552	-0.982382	0.852847	-0.982382	-0.982382	0.371377	-0.837191	-0.982382	-0.336678	-0.982382	-0.982382	-0.508462	0.454329	-0.982382	-0.804008	1.203339	2.301773	1.861475	-0.982382	2.407399	-0.352743	2.697202	-0.012080	0.754202	-0.133337	-0.403056	1.585813	-0.982382	1.416510	-0.015578
Probe 2370	-0.557636	1.354810	-2.200345	3.964755	0.735798	0.258603	0.618337	-1.445236	-0.275190	-0.868412	2.297798	-2.200345	0.399716	-2.200345	0.884707	-0.829977	2.284437	-0.188265	2.190574	2.651438	-0.801840	2.750068	0.616415	-2.200345	0.756850	-2.099982	0.454846	-2.053708	-0.977163	1.711398	-2.200345	-0.753250	-1.929693
Probe 2371	-0.155257	1.605589	-0.312884	0.564909	-0.776261	0.215571	0.864285	0.042711	0.095626	0.160813	0.516688	1.540690	1.445568	-0.316557	-1.177251	0.942449	-0.334001	0.814141	1.387012	-0.089023	1.750405	0.950730	0.666816	-2.141356	0.783678	-1.595194	-2.141356	-1.418319	0.270860	0.278164	-1.599590	0.332398	0.114234
Probe 2372	2.558815	1.151098	-1.944138	-1.696475	1.626754	-0.728651	-0.081824	-2.068995	-0.879071	-0.342591	2.737939	-1.166820	-0.937073	-0.763704	2.198131	-1.229768	-0.558232	-1.993615	2.069951	-0.385448	-2.178340	4.086959	-0.545179	-0.519971	0.017794	-1.411679	4.460718	1.163751	-2.112159	-0.606614	-1.327178	-0.855478	2.511358
Probe 2373	0.726754	0.595972	0.090167	0.653484	-0.349235	0.049050	-0.114713	-1.771158	0.222543	-0.720847	0.791426	0.831004	0.708615	0.581196	0.036360	0.281062	1.084723	-0.253694	1.054320	0.700114	-1.207996	-0.078806	0.815835	0.230931	0.727316	0.488809	0.208709	-0.071009	-1.151527	-0.604674	0.738528	-0.912954	-2.052781
Probe 2374	0.337846	0.730411	-1.071550	-1.381099	1.433091	-0.374358	1.146249	-1.071996	1.357390	0.403592	-0.873449	-1.070880	0.074283	-1.381099	0.305652	0.794198	0.030327	-0.202724	1.610586	0.121319	-0.955065	0.519367	0.387785	-0.233960	1.598817	-0.757895	0.778234	-0.847439	-0.751924	-1.381099	-1.381099	1.232786	-0.041485
Probe 2375	-0.308825	-0.308825	-0.308825	0.281416	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	1.525225	-0.179944	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	0.509507	-0.308825	-0.308825	3.414350	-0.308825	1.461168	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825	-0.308825
Probe 2376	1.454581	-0.881184	0.797002	1.403165	0.744266	-1.087794	-1.087794	-0.806172	-1.087794	-1.087794	-0.163958	-1.087794	0.203358	1.432526	0.386127	1.706074	0.407901	-1.087794	-1.087794	-1.065733	-0.269207	-0.200503	1.223132	-0.024925	-1.087794	-1.087794	1.277356	-1.087794	0.091445	-1.033721	2.338175	2.179412	-1.087794
Probe 2377	0.247223	0.740666	0.153580	1.828065	-0.580656	-0.580656	-0.006188	1.111140	-0.580656	-0.580656	-0.460736	-0.580656	-0.025333	-0.580656	-0.140484	1.278167	-0.580656	-0.580656	-0.580656	-0.103855	-0.580656	-0.035285	-0.051976	-0.580656	0.353456	-0.580656	1.462860	-0.580656	1.524191	-0.580656	2.154714	0.790144	-0.580656
Probe 2378	0.685627	0.106976	0.333163	0.396440	-0.989519	-1.040561	-0.821504	-0.207105	-0.079068	-1.736559	-0.362741	-0.964679	0.207628	1.558382	0.105628	1.594424	0.591471	-1.189135	-0.014683	-0.453591	-0.462530	0.670869	0.459154	-0.686578	0.357746	-0.423587	0.621721	0.030077	-0.283282	-0.726132	2.176941	1.110321	-0.346947
Probe 2379	0.852388	0.132407	0.077081	0.504039	-0.005893	1.156621	-0.002479	-1.839555	0.065662	0.329306	0.594976	0.128281	0.972158	0.314616	-0.007605	0.821704	0.386144	-1.794013	0.256946	-0.154619	-0.304827	0.031653	-0.236918	-0.694962	0.008862	-0.888566	0.493652	0.562656	-1.263722	0.857947	1.283841	0.143391	-0.169355
Probe 2380	0.668463	-0.136168	0.282606	0.887800	-0.028878	-0.971939	-0.787513	-2.174097	0.367821	-0.468314	0.542759	0.145380	-0.274303	0.504716	-0.044692	0.658786	0.798596	-0.327867	0.624602	0.178881	-0.035093	-0.121300	0.461996	-0.548124	-0.888372	-0.004925	0.359670	0.693194	-0.400014	0.221606	0.318892	0.661529	-1.903445
Probe 2381	-0.363219	-0.363219	2.597526	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	0.728864	0.736770	2.000771	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	-0.363219	0.927301	-0.363219	-0.363219	-0.363219	-0.363219	0.371223	-0.363219	-0.363219	1.421620	-0.363219	-0.363219
Probe 2382	1.375632	1.982430	-1.037210	-0.446968	-1.037210	-1.037210	-1.037210	-1.037210	1.937414	-1.037210	-0.180324	1.716023	1.685512	-1.037210	-1.037210	1.047889	-1.037210	1.476987	2.519943	-1.037210	-1.037210	1.129020	1.175194	0.251148	2.125928	-1.037210	0.071012	-0.325668	-1.037210	1.041449	1.029452	-1.037210	0.147450
Probe 2383	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	2.678141	-0.279220	-0.279220	-0.279220	0.409844	-0.279220	-0.279220	-0.279220	-0.279220	5.008471	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	-0.279220	0.065509	-0.279220	-0.279220
Probe 2384	1.793961	1.297771	0.450739	0.282240	0.431386	-0.289235	0.864926	1.202225	-1.214063	-2.069004	2.572507	-0.688328	-0.349591	-0.618007	0.166311	-1.963814	0.340204	-3.124464	2.666367	-0.676139	-2.332559	1.198602	-0.139524	-1.469419	0.885199	0.227313	1.247143	-0.788120	-1.187586	0.653099	0.346529	0.497388	0.736491
Probe 2385	1.020962	-0.034876	1.226673	1.964394	-1.470421	-1.115532	-0.787296	-2.122273	0.368139	-0.450057	-0.079521	-0.144859	0.722815	1.577575	-0.085801	2.913849	0.799925	0.783729	-1.487146	0.121720	0.604715	1.066954	2.100399	-0.614840	-0.836549	-2.122273	1.349456	-1.992811	-0.003788	-0.524395	1.186832	1.212971	-2.122273
Probe 2386	-0.605753	0.121602	0.719052	0.569879	0.707973	-0.340858	-0.012636	-1.021308	-0.096196	-0.065479	0.078741	0.394758	-0.965567	-1.133648	-0.731543	1.012861	-0.082298	-0.072603	1.197405	0.414219	-0.394141	-0.952954	3.081821	0.810342	-0.461801	-0.036715	-0.067141	-0.162736	-0.547036	-1.092188	0.879469	0.419344	-0.548534
Probe 2387	0.219126	0.704436	0.627125	1.036214	-1.374658	-1.570269	-1.358072	0.292356	0.199656	-1.106895	-0.985364	-0.814556	-0.156364	1.101118	-0.299651	1.719331	1.453882	-0.482137	-2.087137	-0.380578	1.364693	1.317372	1.663935	-0.494587	0.238554	0.440647	1.043410	-0.074593	0.321912	-0.187574	1.445005	-0.255432	-2.087137
Probe 2388	0.689238	0.634034	1.223209	1.417033	-2.422705	-0.859607	0.148590	-0.209185	0.859381	-0.791093	0.948311	0.503391	-0.011095	0.945773	0.074631	1.467728	0.005204	0.166192	1.255154	0.356181	0.412313	-0.036818	1.339613	-3.768792	-0.097715	-0.865820	0.233325	-0.617894	0.504021	-0.245892	0.408209	1.288246	0.095004
Probe 2389	0.090228	-0.126801	1.096380	-0.303667	-0.325758	-0.108309	0.584070	-0.273165	1.107333	0.227686	-0.117526	0.890977	0.367727	0.147628	-0.347479	0.602587	-1.625177	0.440304	0.397213	-0.205900	-0.103247	-0.306398	0.067997	-1.606362	0.623606	0.076637	0.105939	-0.791957	-1.578245	-0.079251	-0.162266	0.222146	0.568542
Probe 2390	-0.110515	-0.607521	0.130931	0.244416	0.130496	0.946707	0.408492	0.083157	0.851427	0.574047	0.280353	1.376258	0.388795	0.970459	-1.037386	0.468176	-0.756810	0.268228	0.690923	0.493433	-2.787479	-0.046563	1.895129	-0.923616	0.557779	-1.216069	0.031169	-2.867841	-0.020558	-0.273835	-0.609201	0.037520	2.096483
Probe 2391	-1.088076	-1.098179	1.700527	1.499720	0.304704	-1.344049	-1.087805	-1.344049	1.273783	-1.344049	1.689160	0.783222	0.384981	-0.004038	-0.338972	1.158025	-1.344049	1.244993	1.217935	-0.143501	0.748859	-1.344049	0.898412	0.274563	-1.295653	-0.277239	-0.507323	1.495786	0.295973	-0.074686	-0.698660	-1.344049	1.425574
