Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 597	-0.696623	0.866978	1.079841	0.688836	1.017720	0.204688	1.787809	0.476628	1.252436	0.399938	2.005147	-0.942544	0.735698	-1.350156	0.112038	1.079072	0.563307	-0.049539	1.248138	1.257685	0.872807	-0.339723	-0.375806	0.052652	0.169588	1.549721	-0.231900	1.060681	1.350174	0.913150	-0.486161	0.287727	0.677341	0.927839	1.411815	1.141390	-0.406764	0.436308	0.166958	1.252372	0.261281	-0.219755	-0.065663	-0.012242	1.017801	0.255445	-0.066782	-0.516215
Probe 598	0.291308	0.915763	0.173452	0.492850	0.319534	0.000000	-1.069626	-1.369396	0.809969	0.627950	-0.509103	-0.612977	0.507267	0.123292	-1.178337	0.345091	1.336325	0.173006	0.292154	-0.050201	-1.268759	0.968087	1.205612	-1.475714	0.667998	-0.996966	0.195525	-2.150417	0.983756	1.074508	-1.442999	-0.010104	3.155373	0.000000	0.141840	-0.315474	-0.649723	-2.704872	-0.585688	-0.970456	2.170524	0.880816	1.443276	1.742277	-0.811432	-0.453763	0.607414	-0.541393
Probe 599	-1.679503	-4.908671	0.789098	-0.743264	0.773666	-3.970580	-6.087068	-6.397180	-5.709548	0.046515	-1.821695	-5.445358	0.148104	-3.428837	1.144997	-4.962697	-1.441653	-5.304476	0.977508	-4.149804	0.238020	0.561932	-4.692019	-3.757678	0.494761	-5.074141	0.497506	-3.346283	0.473969	0.680095	-5.384246	-5.397592	1.272506	-2.870556	-6.589500	0.784245	-5.765108	-5.580145	-1.604218	-2.383826	0.317927	-1.442426	0.677852	0.253917	-3.855833	-0.124991	-4.749488	2.960924
Probe 600	-5.765522	2.738629	-2.557725	-3.488998	-1.430807	-4.737923	-3.554848	-2.933668	-2.056250	-0.514442	-1.626923	-1.723444	-0.938115	-2.473329	-1.198409	-3.860087	0.640075	1.226350	-1.942142	-4.186160	0.065713	-1.893403	-6.163096	-5.981624	-3.347220	-3.029199	-1.818270	-0.117836	-0.820936	-0.249982	-4.470361	-0.960360	0.589485	0.482430	-4.343774	-2.727487	-4.593398	-1.097042	-3.864441	-3.926090	-4.899277	-0.193874	-3.641054	-1.481312	-2.677168	-3.442738	-1.495205	-1.348772
Probe 601	0.237248	0.210401	1.646729	0.853867	-0.702656	-1.023142	0.197123	-1.079561	0.838962	0.205776	-0.362570	-0.655092	0.496141	-3.867834	-0.175219	-3.276425	-0.877672	1.060807	0.007506	-0.404338	-0.426961	-0.271433	-1.781466	-2.500138	-1.239413	0.260143	0.349755	-0.151642	1.428761	-0.962667	-4.343826	-0.697772	0.971687	1.428223	-0.386055	1.219333	0.273261	0.122325	-1.116495	0.277479	1.465566	0.094679	1.101675	-0.044983	-1.243623	0.441959	-1.544154	0.635802
Probe 602	1.737219	2.023626	-1.793028	0.992995	1.527347	-3.550926	0.371106	-0.516787	0.102285	-1.827204	1.646170	1.997084	1.351054	-3.795360	-1.657501	-3.293399	0.483363	-1.779413	-0.200735	0.270816	0.289959	-0.398679	-2.905152	-3.308931	-1.867142	0.881282	0.081810	-1.724782	-1.747271	-0.835123	0.403793	-0.242051	0.782429	-3.599913	-1.445062	-2.819208	0.020361	-1.541870	-2.069865	0.018175	-1.029509	1.651487	3.184269	-2.655522	-1.713579	1.008424	-2.912039	-0.848360
Probe 603	0.509261	-0.803994	0.242891	-0.156534	-0.472233	-2.027068	-0.043393	-1.098008	-0.705232	0.832536	-0.855335	-0.266919	-0.567838	-1.499669	-0.605494	0.051327	-0.484193	-0.863081	-0.024639	0.349074	-0.040946	-0.320120	-2.680120	2.114760	0.758646	0.158957	-0.118098	0.000000	0.925743	0.186159	-0.203214	-0.746769	-0.461642	0.000000	-0.085785	-0.301170	-0.976184	-0.161334	-1.218895	-0.351549	-2.161736	-0.341955	0.085630	-1.616436	0.000000	-0.086678	-1.769994	-0.798897
Probe 604	0.677547	-0.076023	0.340035	0.900081	0.482681	-2.599810	0.485692	0.315042	0.121892	0.862270	0.061230	0.671025	0.184711	-1.012057	1.293590	0.000000	-1.203214	-0.895515	0.221730	0.091296	1.147847	0.364875	-2.478540	0.482500	-0.112292	0.657783	1.177709	0.000000	1.937768	0.348650	1.412863	0.884622	0.502560	0.462904	0.653692	0.283172	1.248244	0.546174	0.392739	-0.090603	-2.315776	0.902616	0.445199	0.233176	-0.237612	0.919382	-1.878364	-1.682150
Probe 605	-0.155674	0.146180	-0.047551	-0.072916	1.268403	-0.945745	-0.439595	-1.031720	-0.339324	-0.143530	0.443464	0.871831	0.393028	-1.427464	0.605372	-1.610377	0.673902	1.001117	0.580769	-0.117425	0.570276	0.598908	-1.506448	-0.994243	1.397187	-0.281219	-0.699820	0.556550	0.477039	0.711419	-0.032211	-0.330660	0.320124	-0.397938	0.936292	-0.341668	-0.189622	0.678208	1.260814	0.009282	-1.780023	-0.275451	-0.779622	-0.135512	-0.109549	0.602963	-1.571482	-0.467699
Probe 606	0.610443	-0.074001	0.153731	-0.415037	0.255204	-1.122088	2.105461	1.230484	0.987581	0.000000	0.713729	0.218432	0.911852	-1.195951	0.811555	0.000000	0.232787	0.992957	0.467932	1.814530	1.059765	-0.287914	-2.602665	-0.784927	1.062833	2.026553	0.895663	0.914883	0.366398	0.308508	-3.446154	0.461152	-1.058380	0.000000	0.000000	0.844707	1.688798	1.298421	0.126930	1.227218	0.345962	0.490252	1.038317	0.722341	0.946611	0.814104	-2.385226	0.337035
Probe 607	-0.571099	0.000000	2.574679	-1.036355	0.462313	-4.002112	0.613718	0.096195	-3.564118	0.507837	-0.280741	1.807644	0.007147	-2.266946	-0.873552	0.000000	0.402643	1.978604	-0.403260	1.499210	1.334455	0.228553	-3.420283	-1.413762	-1.984452	0.857904	-0.325932	1.164397	1.188087	0.273373	-2.628180	0.696777	0.080062	0.653790	-0.487419	0.549126	-1.949935	0.707516	1.363363	-0.276748	0.129617	0.124618	-0.003113	0.624491	0.022002	0.210783	-0.979390	-0.394066
Probe 608	0.282689	-0.618782	-0.038804	-0.185513	-0.065394	-1.533092	-0.594725	-0.983126	0.594284	-0.195961	-0.894652	0.049445	0.284436	-0.872373	-0.260104	0.000000	0.780909	0.844688	-0.093550	0.000000	0.399831	-0.958933	-2.886514	-0.185807	-0.373892	-0.336513	-0.652643	0.000000	-0.347122	0.446977	-0.102310	-0.301785	-0.605270	-0.182944	1.326741	0.096931	1.569120	0.758883	0.611940	-0.509304	-0.456334	0.206650	-0.766738	0.091495	0.000000	0.228657	-1.124499	1.692679
Probe 609	-0.839638	0.259238	0.000990	0.509925	-1.030145	-1.155999	-2.773724	-2.166121	0.795480	0.000000	-1.645905	-1.594108	-1.819889	-2.166551	0.536401	0.000000	-0.690191	-0.293335	-1.432906	-1.809836	-1.250109	0.358404	-2.350287	-1.639264	-1.506695	-1.871676	1.146078	-0.345724	-0.013262	-0.532348	-2.440146	-1.785573	-1.156919	0.000000	-0.122354	0.048321	-0.079779	-1.556948	-0.647698	-1.581239	-3.942045	-0.574997	-0.723072	-1.104432	-2.020994	-1.173457	-1.705116	-0.882164
Probe 610	-0.999443	0.816901	-1.643606	0.000000	-0.142969	-3.934002	-0.067075	-4.194966	-1.121666	-0.844250	-0.319193	-3.017138	-0.463837	-3.210947	0.745883	-1.503522	0.549858	1.422739	-0.682859	-0.248304	-1.257250	0.152499	-4.004801	-2.917062	-0.432043	-0.023684	-2.581622	-0.223030	0.541805	-1.198516	-3.039035	-0.352437	0.352308	-2.007392	-1.003010	-1.584459	-0.464563	-1.438777	-0.563724	-0.460229	-3.471509	-0.814225	-1.612723	-0.453825	-1.584643	-0.751163	-2.877696	0.665377
Probe 611	-0.431814	-2.125099	-0.755229	-0.948676	0.491878	0.700599	-3.600802	-3.778734	1.232099	-1.512770	-0.302107	1.017327	0.426673	-0.444483	0.783795	0.134873	0.174665	0.502142	-1.624506	-3.820097	1.039840	0.225391	1.224660	-1.605832	-0.854469	-3.259494	0.425574	0.285651	-0.118361	-0.450590	1.307178	-2.867643	0.094836	-0.659325	0.071884	-0.488556	1.854296	-1.229201	1.114419	-1.263182	-0.034723	0.556609	-1.309639	0.928652	0.155406	0.488130	-0.219946	-0.134991
Probe 612	1.513219	0.596503	0.371514	-0.163253	0.370368	0.964749	-3.483168	2.782160	-3.481613	-0.663471	1.033231	0.841573	-0.641767	-1.104471	-1.481950	-0.488101	1.393158	-0.278581	0.318466	-0.797000	-0.629007	0.140989	1.889753	-1.394516	0.327575	-3.216932	0.353220	-2.134754	-1.272032	1.124026	-2.247827	0.322725	-0.694276	0.467487	0.000000	0.712571	-1.653712	-2.075288	0.963888	0.741388	2.861790	1.751916	1.208564	-1.562480	-1.572795	0.656508	0.891521	-0.863167
Probe 613	-1.436994	-1.015381	-1.285971	-0.130008	-1.291278	-0.691995	-2.553060	-1.111719	-1.852101	-2.156590	-0.844205	-1.754202	-2.295272	3.355492	-1.091148	-0.962525	-1.824229	-2.275695	-1.888377	-0.339294	-1.801325	0.000000	-0.617467	-1.826080	-3.447035	-3.004392	-1.539766	0.000000	-1.402801	-2.068858	-1.422106	-1.719207	-1.587744	0.000000	-0.843853	-0.902277	-1.556393	-0.714379	-0.422185	-1.421522	-1.598956	-0.839586	-1.578638	-4.718636	-1.505424	-0.672929	-0.055264	-1.533749
Probe 614	0.321837	-0.372210	-1.292813	0.415250	-0.207425	0.204626	-1.200312	-1.228731	-0.454595	-2.083186	-0.257423	-1.435932	-0.252684	-0.873232	0.682798	-1.622930	1.226109	0.271510	-0.876321	-0.091148	0.449194	1.908927	-1.261698	-1.571110	-0.541257	-1.357312	-0.744495	0.000000	-0.918290	1.445299	0.846549	-1.250456	-0.127710	0.539733	-0.392212	-1.685865	-0.445521	2.899473	-0.727789	-1.328076	-0.574964	-0.008628	-1.152395	-1.178103	-0.741305	-0.470676	-0.871624	0.441072
Probe 615	0.854729	0.073095	-4.247928	0.829889	-0.437748	0.710886	0.410343	0.758962	-0.100798	-6.687341	0.980864	0.674953	-0.196683	0.169774	0.116990	-1.749025	-0.363711	0.216758	0.198410	0.502018	-0.592924	0.551168	0.249910	0.978308	-0.129109	0.593494	-0.856626	-0.763711	-0.039264	0.177587	-0.393464	0.052245	-0.861901	0.003682	0.409481	-1.061670	-1.151920	0.646821	0.486387	-0.213174	-1.668782	0.658473	0.243885	-1.010778	0.112751	0.350815	-0.689392	-4.509743
Probe 616	0.051974	0.010702	0.035378	0.274342	0.238799	0.485031	0.583013	0.434281	1.231592	0.455715	1.564395	0.800089	-0.181898	-0.432576	-0.217559	0.293237	-0.285203	0.518159	0.500421	1.659677	1.076598	0.122077	0.427994	0.520965	0.564562	0.398549	0.343400	0.882550	1.528837	0.330339	0.389887	1.379234	-0.126653	0.467143	0.884564	0.473029	1.467143	1.489038	-0.377339	1.314534	0.201716	0.080165	0.902684	0.492526	0.950586	0.581657	-0.162723	1.099645
Probe 617	0.229184	-0.425087	0.893868	0.137393	0.206589	-3.102021	-1.777505	-1.987736	-0.278525	0.444279	-1.832023	-1.330838	0.100267	-4.864434	0.916377	-2.214545	-0.013798	1.397696	-0.302342	-2.659310	-0.363796	-1.474564	-2.514508	-1.387447	-0.663042	-1.925374	-2.374883	-1.337319	-0.373217	-0.111154	1.448995	-1.140434	-0.718115	0.000000	0.199770	0.729203	2.157332	-0.389771	-1.482136	-1.923466	-3.358909	-0.938347	-0.980828	2.478517	-2.018064	-1.884811	-3.490832	1.008551
Probe 618	-0.068076	0.380365	-0.371270	-0.710074	0.516725	1.412130	0.815155	-0.359957	-0.468206	0.906012	0.015519	-0.833849	0.978853	-3.112353	-0.866397	0.556792	1.100005	-0.163036	-0.646963	1.098577	-0.712543	0.328214	1.060493	-2.837465	1.334167	0.800092	-1.426328	0.964582	-1.647992	0.470630	-2.555955	0.124274	-0.216775	1.005538	0.000000	0.685127	-0.012707	0.927179	0.697235	0.208821	1.692011	-0.945615	-1.760862	1.090539	-0.007226	-1.115953	0.773593	1.252943
Probe 619	-1.171489	-0.421250	0.838122	-0.551163	0.796287	-0.284618	-0.298325	-0.173078	-0.458594	1.628843	0.308452	-0.713637	-0.120086	-0.753085	-0.447459	0.000000	0.523279	-1.384065	-0.210402	0.262616	-0.157307	0.568178	0.151680	0.114875	-0.939038	-0.606767	-0.055738	0.369360	-0.082909	-0.921551	-0.255216	-0.573137	-0.626200	0.242717	0.317234	0.501504	-0.420810	-1.250029	0.525951	0.487234	0.823928	0.117511	0.048831	0.560117	0.021975	-0.013074	0.369119	-0.029146
Probe 620	-1.929143	1.493215	3.553681	-0.993535	0.197965	1.887724	1.322322	0.378869	-1.302140	1.109573	1.697947	2.107606	-0.503609	-2.903420	-2.734295	0.000000	-2.725386	-1.238454	-1.524596	2.120058	-1.030423	-0.773572	-1.744283	-2.605915	-1.528639	1.265064	2.427010	0.230356	0.615121	-1.509100	3.995883	3.107933	-2.985097	0.403356	-1.979603	0.027221	-0.987225	-0.139163	0.000000	3.216258	0.812243	1.727726	2.842765	2.572035	2.020408	-1.654665	1.173322	-2.994371
Probe 621	-0.480833	0.345135	-0.193466	0.006647	-1.125970	-2.091524	2.384482	2.353474	-1.118679	0.158464	1.771617	-0.022111	0.099916	1.187627	0.041512	0.000000	-0.531728	-0.955559	1.006697	1.355611	0.007290	-0.512951	-2.718103	0.850131	-0.251268	2.292458	0.402680	0.000000	-1.086867	-0.420922	-1.108086	0.968387	-0.216247	0.000000	-0.765535	-0.247664	-2.380994	-0.379287	-0.281494	2.001591	0.907910	0.332833	0.167883	-0.721347	0.595532	0.011121	0.738030	-2.231447
Probe 622	-1.185598	0.000000	-0.289953	0.476267	-1.626542	1.571671	-2.669669	-2.881249	-0.766082	0.292977	-1.452876	-0.835464	-1.009089	-0.214162	-0.100767	0.000000	-0.729066	-1.911726	0.172664	-1.972519	-1.247667	0.225986	0.255297	1.705358	-1.735390	-2.732778	0.892661	-0.905003	0.965551	-0.875337	-1.962198	-1.211504	0.190311	0.000000	0.000000	0.344412	-1.439891	-2.200762	-0.929265	-1.239020	-1.371348	0.301923	0.086446	-1.070689	-1.315031	-0.719892	0.616137	-0.004471
Probe 623	-2.473214	-1.545228	-2.736511	-2.358260	1.049487	-3.815171	-0.487091	-4.212840	-1.210416	-2.642706	-1.608447	-1.777509	-0.298124	-4.423963	-0.707309	-4.196135	-1.333118	-0.122721	-0.497092	-1.120615	0.741467	-1.638750	-4.784071	-2.418045	-0.872218	-0.275549	-3.994409	-1.690831	-0.806407	-2.127354	-4.522281	-3.186821	-0.867504	-0.340726	-0.458225	-2.807355	-1.699405	0.871972	-0.367785	-1.446934	-4.033186	-3.566709	-3.971570	-1.352458	-2.888579	0.100542	-4.583531	2.802892
Probe 624	-1.081758	-1.807858	-0.609955	0.302308	0.336115	-0.879174	-0.898494	-0.120044	-0.567595	-0.040532	-0.973033	-0.373410	-0.974270	0.213048	0.645383	0.356743	1.668246	-0.808848	-0.557249	-1.140813	-0.325224	0.747158	-1.209418	-0.171519	-1.114712	-1.090806	-0.752541	-0.774279	-0.670514	-0.057485	-0.930272	-0.338802	-0.219292	0.000000	0.000000	0.459755	-1.081314	-0.966672	0.883345	-0.166054	-0.375452	-0.570301	-0.694169	-1.046474	-0.702136	-0.785924	0.893588	-0.745204
Probe 625	-0.465472	-0.568149	0.427098	0.898222	1.429707	-3.382470	0.780467	0.914559	0.856431	0.162906	1.650206	-1.597501	0.497135	-3.424140	1.027085	0.000000	0.265508	1.246971	-0.293609	1.199938	0.063726	-0.137302	-3.447380	-0.994970	-0.567978	0.699457	0.242868	0.648569	0.376252	0.635622	-1.920244	-0.161249	0.895317	0.000000	1.235471	-0.392433	1.710054	0.705257	0.181607	-0.104481	-3.073677	-0.849374	-0.330541	0.399264	0.964308	0.408280	-3.226716	-0.688056
Probe 626	-0.069228	0.159900	0.684562	0.351791	-0.424943	-0.457609	1.834045	0.678368	-0.984475	-0.055826	1.849169	-0.010212	-0.753581	-0.514573	0.191800	0.138605	0.115081	0.427479	0.285888	1.592649	-0.748594	-0.290838	-0.634988	0.191790	0.029845	1.877693	1.799462	-1.049439	-0.470343	-0.152131	1.001200	0.580713	-0.248097	0.000000	0.000000	0.263034	-0.162875	-0.323105	-0.472892	0.894789	-1.302786	-0.133184	-0.655492	-0.818532	0.842225	-0.472610	0.016247	-0.345548
Probe 627	-2.485563	-0.154648	-2.929358	-0.625170	1.694500	-4.313315	-2.622353	-0.990307	0.567084	-5.134221	-2.860472	-2.216581	1.004963	-3.560789	-1.517350	-2.465123	1.518987	1.858178	-3.194820	-4.021359	-0.144526	1.498308	-4.118260	-4.065496	-2.729259	-1.162148	-3.483857	0.320357	-2.818276	0.315191	-2.166494	-3.116991	0.981821	-3.715893	-0.187209	-3.152883	-0.411988	1.446256	2.097986	-3.629606	-0.259471	-2.196473	-0.662188	-5.445705	-4.052321	-0.828147	-3.845858	-3.303781
Probe 628	-3.069063	-0.161751	-2.855804	0.491101	1.504439	-3.900352	-2.723653	-1.227050	0.646824	-4.545864	-2.409773	-1.895970	1.160955	-3.427775	-1.107072	-1.983952	1.275380	1.659825	-3.248424	-3.389435	-0.301839	1.328326	-3.728074	-3.193396	-2.960488	-1.459086	-3.640148	0.291990	-2.405201	0.004398	-2.393435	-2.682651	0.983824	-3.731183	0.074070	-3.179735	-0.729706	1.434064	2.290989	-2.421200	-0.526335	-1.899680	-0.992583	-4.264434	-3.024446	-0.805424	-2.518472	-3.556428
Probe 629	1.035950	1.617000	-0.348577	0.285228	0.223706	0.600095	-0.134768	-0.318515	-1.084953	-1.669389	1.583414	-0.831602	0.327896	0.732621	-0.406648	-0.641362	-0.070032	-0.814870	-0.042997	-0.102578	-1.725302	-0.814797	1.300734	-0.246697	3.180372	-0.326623	-1.869230	-1.356544	0.612100	0.018782	0.090375	-0.115862	-0.262999	-0.673167	-1.067683	-1.082165	-1.390871	-2.634117	0.326217	1.522897	0.600409	0.121062	0.696666	1.201942	-0.160748	-0.321319	0.623183	-1.132057
Probe 630	-0.618392	-0.025306	-1.327906	1.229832	1.576147	-2.717505	-2.965235	-3.797013	-1.686722	-0.106749	-3.196261	1.001802	0.866345	0.968595	-0.858035	-2.056532	1.530025	-0.934412	-1.496721	-2.517762	-0.863835	-2.658120	-2.266442	1.856325	-0.157856	-2.765415	0.031814	-2.666971	-0.664203	-2.537838	2.046550	-2.982088	-0.137334	-0.562969	0.096618	0.567385	-1.660178	-1.217887	-2.685566	-0.764503	-3.765535	0.170078	0.773636	-2.702099	-1.309721	-2.350558	-3.139075	0.515452
Probe 631	1.940961	2.419918	-0.288504	0.816978	0.172565	-2.859448	-0.745532	-0.492306	-3.259786	-3.560749	-1.818383	-1.385985	-0.482665	-3.564397	-3.088351	-2.111483	0.242352	0.603542	0.413714	-0.773663	-0.915149	0.582898	-3.167834	-1.712583	2.702903	-0.555936	-2.343454	-0.307385	0.031379	-0.672254	-0.171946	-1.975167	-3.277103	0.000000	-0.174072	-1.977110	0.749185	0.312406	-0.350305	-2.439540	-2.832307	-2.438867	-0.599360	-5.427870	-1.519268	-1.009263	-2.890816	0.417510
Probe 632	0.290813	0.422546	-1.255338	-0.406986	0.818753	-3.841667	-1.282400	2.748106	0.545288	-0.347709	1.639227	2.425257	0.566926	0.028946	-0.745197	-2.959358	1.461153	1.676603	2.375098	-0.452264	1.515219	1.553775	-3.860530	-0.262516	2.766838	-0.958496	-2.548356	1.282007	1.638379	1.301777	-0.348074	0.592422	1.033207	3.098913	3.259644	-1.055933	1.215706	1.678248	0.426940	2.161620	2.288644	0.305908	0.027890	0.127572	2.326265	1.095646	-1.651774	1.189653
Probe 633	-0.951060	-1.011141	-4.414777	-0.760252	0.261046	-4.055702	-1.014387	-0.486522	-0.476642	-5.289466	0.014797	-1.921925	-1.660374	-3.967668	2.038516	-3.858976	0.072974	2.246909	-2.557901	-0.524955	-0.626682	-2.644158	-4.878349	-4.778177	-4.038345	-0.892994	-1.313516	0.074026	-2.818238	-0.823475	-0.165108	-0.756822	-2.767927	-1.840092	1.181540	-3.377830	0.854679	0.790711	-0.980584	0.499387	-5.154616	-2.472832	-2.227536	-1.240017	-1.025768	-1.498229	-3.780428	-1.473982
Probe 634	-0.720904	-0.264193	-0.022859	0.414035	0.385452	0.158797	-1.189085	-1.185703	-0.708784	-0.366536	0.098070	0.664812	-0.180481	-1.328225	0.171474	-0.496192	1.125238	1.954352	-0.494168	-0.467137	-0.908476	-0.414875	-0.194209	-0.250537	-0.588658	-1.246298	-0.533481	1.149811	0.384039	-0.902129	0.255867	-0.571875	0.355481	-0.401945	1.830547	-0.765704	0.062447	0.692283	-0.485040	-0.431220	-2.214491	0.203577	-0.288532	0.037912	-1.116184	-0.255031	-1.461453	-0.184595
Probe 635	0.064740	0.447952	-0.036940	-0.449120	0.638166	0.000000	2.063413	0.889344	-0.078104	0.015364	0.561608	-1.537916	0.930062	-3.075926	-0.890907	-0.723207	0.885239	-0.086704	0.839368	1.193595	0.592630	0.011625	-2.576121	-0.590356	1.499190	1.859217	0.866781	-0.312446	-0.404666	0.082372	0.510504	0.996741	-0.110492	0.221442	0.531252	0.069665	0.716555	-0.541556	1.080853	1.049887	0.226443	0.376016	0.153419	0.872202	0.226669	-0.081263	0.521276	0.337085
Probe 636	0.471940	-0.241250	0.426996	1.088220	0.155983	-0.972121	-1.043565	-0.613084	1.479068	0.104798	-0.695574	-1.357925	-0.049966	-0.234373	0.330241	-1.939699	-0.241926	-1.559147	-0.109493	-1.076006	0.042569	-0.926668	-1.214255	-0.018133	-1.829060	-0.671833	0.754146	-0.430885	0.874799	-0.480489	0.044722	-1.320463	-0.570782	-0.650629	0.018810	0.417876	-1.553598	-0.942102	-0.444394	-0.029497	-0.973639	-0.455857	-0.106855	-1.264707	-0.506621	-0.062191	-0.514005	0.441632
Probe 637	-0.030117	-2.515471	0.449949	-0.177091	0.919557	1.274428	-3.094236	0.097794	0.281387	0.000000	-1.564663	-0.651949	0.414137	1.080871	-0.471797	1.295211	-2.855564	-2.495695	0.177427	-3.552098	-0.544878	0.234613	1.122383	1.527829	0.664081	-3.089159	0.622000	0.000000	-0.308615	-2.326749	-0.061861	-1.087996	-0.335624	1.176077	0.000000	-1.034886	-2.689482	-2.233797	0.476688	-0.149430	1.523514	-1.760965	0.069699	-2.051530	-0.856438	0.144208	1.372850	0.571564
Probe 638	-0.158464	-0.221601	1.589996	-0.251117	0.038637	-1.129726	1.403255	1.211024	-0.869394	0.231292	0.759341	0.047764	0.576535	-1.985786	0.830195	0.000000	0.512572	0.108168	0.887399	0.977589	1.195256	0.724717	-0.465066	0.190720	-0.325889	1.130626	-0.830504	0.308063	1.052026	-1.564498	1.685212	0.834766	0.664172	0.000000	0.000000	-0.182996	-0.201730	0.000000	-0.135674	1.274197	-2.566226	1.375448	0.368807	-0.525283	1.251213	-0.577175	0.527211	-0.442451
Probe 639	-1.666444	-1.665506	-1.181459	0.926565	-1.970797	-2.360623	-2.982603	-2.054677	-2.754244	-2.910733	-2.003532	-1.467078	-1.715480	-1.581960	-0.631996	-1.630824	-1.973255	0.000000	-1.599426	-0.854149	-1.013547	1.532807	-2.029146	-1.482552	-2.520572	-3.053732	-1.393893	0.000000	-1.241118	-1.226727	-1.547130	-2.562936	-2.459432	0.000000	0.000000	-1.302087	-1.435164	-0.979885	-1.244396	-1.190987	-2.372477	-0.972505	-0.819277	-3.046370	-1.556011	-1.478506	-1.288168	2.139286
Probe 640	-1.662372	0.013884	-0.771311	0.381265	0.020320	-3.025614	-2.717753	-3.043327	1.757540	0.743049	-2.237722	-2.405448	-1.218622	-2.075472	1.353525	-1.447799	-0.629776	0.119802	-1.358337	-1.997296	-0.701600	-0.751877	-2.286304	-2.379848	-2.143364	-2.678441	-1.850123	0.000000	-0.929531	-0.206388	-2.324549	-1.343623	1.102666	0.000000	0.000000	0.207101	0.297796	0.255717	-0.905141	-1.132510	-3.070551	-0.846177	-0.210584	1.212899	0.000000	-0.911961	-1.679434	-0.069244
Probe 641	-0.809784	-1.209058	1.042965	-1.310134	-0.393227	-1.296007	-0.961489	-0.352075	0.478565	-1.100700	0.527033	-0.525035	-0.121739	-1.448098	-0.322823	-1.745543	0.958028	1.052800	-0.405305	0.320391	-0.612771	-0.256856	-1.855453	-1.251738	-2.026007	-1.258490	-0.661594	-0.857439	0.342743	-0.634375	-0.672993	-0.456794	-1.194027	1.352013	0.396949	-0.705828	-0.810979	1.399431	0.805396	-0.692529	-0.304855	1.414621	-1.495925	-0.405643	-0.859015	-1.031744	-0.597823	0.763145
Probe 642	-0.623417	-0.424126	-0.094161	0.048615	0.767701	0.300135	0.184282	-0.167743	0.407355	0.807201	0.559538	-0.956514	2.167922	-1.608374	0.096358	0.000000	1.254784	-0.508632	1.753030	-0.710310	0.841659	1.654919	0.082198	-0.694436	-2.628783	-0.566194	-0.558662	0.000000	-0.448678	-0.569079	-0.718325	-0.296825	1.639131	0.000000	0.142156	2.374509	0.183925	-0.373107	2.331424	0.594315	-0.238998	-0.250323	-0.366357	-0.267681	1.042574	-0.765339	-0.542851	-0.054553
Probe 643	-0.441282	-1.227507	1.140182	0.504032	-2.340329	1.024909	-0.166423	-0.222520	0.024351	-0.255914	-0.519503	-0.156264	-1.724709	0.284130	-0.521456	1.313044	-1.957059	-0.103409	-0.695668	-0.652141	-0.923110	-0.498871	1.995387	-0.786570	0.097636	-0.236818	-0.339710	-1.741585	-1.403882	-2.024897	-1.099363	-0.947919	-1.123586	-1.143438	-2.086569	0.040536	-0.790498	-1.417772	-1.562975	0.273653	-1.935486	-0.541337	-1.052737	-0.828524	-0.006283	-0.135192	1.804814	-0.452132
