Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 184	0.063722	-0.000939	0.164884	0.379562	0.523165	-0.031869	-0.017657	-0.067901	0.286625	0.566708	0.507539	-0.126820	0.176139	-0.010389	0.200943	-0.058426	0.218599	0.266422	0.168323	-0.033021	0.401462	0.037491	-0.036125	-0.105481	0.405340	-0.007032	0.507954	0.182560	0.053797	-0.033792	0.184346	0.111064	0.283043	0.302695	0.150866	-0.012637	0.278921	0.182798	0.423348	0.082899	0.126454	0.467769	0.247187	0.012200	0.243012	0.338885	0.012057	0.280941	0.362698	0.263401	0.383683	-0.064939	-0.040739	-0.016364	0.515622	0.562105	0.233469	0.335709	0.365097	0.506099	0.165252	0.064180	0.480873	0.158298	0.260548	-0.207812	0.224249	-0.118472	0.221069	0.434995	0.292838	0.160185	0.262524	0.238103	0.465867	0.032914	0.406397	0.070727	0.044157	-0.084738	0.092383	0.120282	0.200978	0.027929	0.127858	0.154558	0.280664	0.118403	0.070496	-0.011998	-0.247790	0.573823	-0.126066	0.342054	0.182762	0.092424	0.328118	0.243067	0.085975	0.297142	0.266925	0.269410
Probe 185	0.558803	0.391580	0.375382	0.030685	0.310065	0.605245	0.015034	0.582034	-0.085134	0.681521	-0.202079	-0.099630	-0.168696	0.530284	0.110112	-0.042234	0.432723	0.448018	0.312482	-0.133623	0.257347	-0.146151	0.777749	0.716133	0.067015	0.666163	0.766614	0.112707	0.547685	0.471747	0.321483	0.796200	-0.356416	0.248627	-0.255191	-0.034899	-0.051012	0.451975	-0.158794	0.444011	-0.096238	-0.285775	0.225966	0.585252	-0.257585	0.189388	0.281851	-0.213208	-0.284181	-0.199027	0.096716	0.659791	0.303930	-0.176169	-0.208240	0.394999	-0.272702	-0.069585	-0.205699	0.015047	0.271517	0.475781	0.829290	0.373307	-0.261655	0.620648	0.167406	0.647816	0.544001	-0.209047	0.102066	-0.156099	-0.307317	0.105990	0.087310	0.687639	-0.158239	0.272676	0.867853	-0.146257	0.271104	0.342561	0.434288	0.007468	-0.030889	0.308156	0.141051	0.398139	0.567692	0.565549	0.031108	-0.241747	0.551176	-0.133578	0.275433	0.664023	-0.179072	0.114966	0.438644	0.209808	0.248938	0.253338
Probe 186	0.539807	0.639887	0.898913	0.382073	0.348471	0.463098	0.665816	-0.091886	1.149613	0.557493	0.504986	1.024645	0.474210	0.448982	1.126544	0.670993	-0.062124	-0.110193	1.154729	0.936570	0.334204	0.808336	0.114541	0.129759	0.540403	-0.023874	0.657058	0.899688	0.551686	0.449467	0.627351	0.260182	0.587217	0.935940	0.540222	0.591603	1.167034	0.963205	0.432580	0.771315	0.531105	0.532514	1.037949	0.589156	0.560733	1.102117	1.016059	0.595003	0.640390	0.594729	0.291935	-0.027009	-0.117809	0.797289	0.565748	0.440126	0.453871	1.268980	1.249796	0.204712	1.126755	0.576081	0.727316	0.887979	0.454907	-0.113147	0.970096	-0.011201	-0.065570	1.227590	1.009322	0.617773	0.453877	0.887291	0.395925	-0.099814	0.145636	1.149914	0.138954	0.994273	0.548869	0.134668	0.984997	0.530550	0.672015	1.122662	0.971456	0.683573	0.126407	0.522149	1.073546	0.593373	0.348465	1.132298	1.095843	0.154639	1.341572	1.088591	0.990658	0.969032	0.960818	0.981164
Probe 187	0.601502	0.632750	0.814644	0.002519	0.266828	0.869960	0.431233	0.096216	0.590207	0.325106	0.124362	0.416111	0.457005	0.670128	0.428907	0.482502	0.082206	0.042310	0.626564	0.408983	0.244674	0.563772	0.167172	0.159740	0.235752	0.074477	0.414393	0.389643	0.522678	0.663298	0.590983	0.151724	0.189158	0.600035	0.549353	0.403117	0.586761	0.918100	0.129570	0.864172	0.399801	0.240596	0.671476	0.809782	0.482536	0.427877	0.623795	0.526317	0.195121	0.498819	0.202326	0.079027	-0.022082	0.536073	0.156663	0.356952	0.388010	0.526026	0.516085	0.084447	0.603714	0.520427	0.415344	0.829273	0.453309	0.237188	0.449925	0.097536	-0.003869	0.497170	0.438956	0.305138	0.435840	0.544865	0.201587	0.038807	0.131623	0.600541	0.183603	0.376591	0.599948	-0.102117	0.852642	0.485850	0.350022	0.551733	0.419541	0.542672	0.010921	0.656021	0.363766	0.285585	0.835519	0.572803	0.558058	0.182092	0.473710	0.429155	0.928011	0.632082	0.681979	0.672831
Probe 188	0.757269	0.115067	0.315289	0.688560	0.686939	0.885686	0.738424	0.652013	0.016051	0.797183	0.406428	0.684912	0.584976	0.636613	0.081022	0.981571	1.279088	1.343643	-0.068091	0.698810	0.772236	0.677102	0.187198	0.585345	0.647611	0.466736	0.757686	-0.021119	0.681088	0.858447	0.092228	0.118077	0.399023	0.148858	0.441307	0.827590	0.109281	0.331956	0.309599	0.354951	0.597058	0.443666	0.064391	0.186020	0.497340	0.035211	-0.095351	0.484814	0.405023	0.575291	0.663247	0.661580	1.282183	0.692105	0.398667	0.704915	0.392922	0.092579	0.062632	0.698466	-0.053886	0.657791	0.748982	0.322542	0.532916	0.730900	0.044910	0.651122	1.353734	0.067597	-0.021161	0.727098	0.510964	0.136022	0.732684	0.532691	0.676679	-0.048195	0.099245	0.696803	0.277017	0.050881	0.344595	0.935049	0.727968	-0.074581	0.139654	0.156803	0.037929	0.818188	0.775978	0.335705	1.057432	0.088575	-0.054032	0.130699	-0.021251	0.027754	0.331175	0.061591	0.169471	0.135792
Probe 189	0.214431	-0.106215	-0.289818	-1.179531	-0.833635	0.519000	-1.312220	-0.638791	-0.347888	-1.344451	-0.609495	-0.735055	-0.617930	0.174914	-0.558731	-0.871939	-1.049200	-1.068050	-0.055238	-0.774069	-0.682928	-0.787074	-0.624722	-0.709344	-0.886759	-0.892619	-1.142731	-0.511628	0.064319	0.241774	-0.218715	-0.659867	-0.686630	-0.094772	-0.394550	-1.560710	-0.308987	-0.121043	-0.614488	-0.254352	-1.122522	-0.618327	-0.049693	-0.049960	-0.446515	-0.562248	-0.164377	-0.549801	-0.669001	-0.481522	-0.923167	-0.756045	-1.273337	-0.758858	-0.603027	-0.720218	-0.521410	-0.294962	-0.386551	-1.330296	-0.244125	-0.026077	-1.176423	-0.236107	-0.571213	-0.592762	-0.410058	-0.686296	-1.156797	-0.500626	-0.579261	-1.064378	-0.549816	-0.229685	-1.023865	-0.932776	-1.052295	-0.111142	-0.582999	-0.783543	-0.436001	-0.903912	-0.106769	-1.344996	-1.361654	-0.178119	-0.543181	-0.044479	-0.820524	0.312304	-0.680083	-0.550992	0.533522	-0.399387	-0.214839	-0.698580	-0.419713	-0.564874	-0.144224	-0.142003	0.024950	-0.076201
Probe 190	-0.245958	-0.313275	-0.258961	-0.568527	-0.292679	-0.263725	-0.451525	-0.395506	-0.393584	-0.013169	-0.540501	-0.269705	-0.734578	-0.366019	-0.217980	-0.577187	-0.385350	-0.415405	-0.119072	-0.242913	-0.361311	-0.298822	-0.149214	-0.533917	-0.409671	-0.459085	0.037116	-0.170384	-0.320090	-0.326173	-0.310358	-0.192625	-0.535491	-0.320855	-0.666936	-0.542756	-0.391323	-0.263745	-0.409890	-0.288506	-0.486332	-0.465509	-0.330082	-0.366211	-0.619852	-0.175731	-0.082819	-0.688125	-0.523765	-0.593724	-0.457103	-0.496698	-0.401523	-0.320391	-0.541877	-0.268105	-0.693068	-0.418153	-0.349664	-0.419351	-0.134563	-0.280520	0.009361	-0.296235	-0.692456	-0.528673	-0.141312	-0.494751	-0.327165	-0.419246	-0.216608	-0.547100	-0.697851	-0.385490	-0.521243	-0.536780	-0.567705	-0.127451	-0.074488	-0.284711	-0.321857	-0.434652	-0.244707	-0.561695	-0.550428	-0.159509	-0.191716	-0.367388	-0.332397	-0.216607	-0.321545	-0.423979	-0.218985	-0.381094	-0.133048	-0.177996	-0.432379	-0.237661	-0.281719	-0.313220	-0.315110	-0.294653
Probe 191	0.394134	0.536521	0.914846	0.523777	0.327806	0.375485	0.643863	0.027618	1.241448	0.548214	0.320407	0.890703	0.307278	0.399629	0.866110	0.643223	-0.065274	-0.143186	0.882256	0.761910	0.316474	0.793776	0.215324	0.179198	0.681511	0.031363	0.706478	0.599399	0.450352	0.377874	0.675396	0.460125	0.314297	0.893154	0.379154	0.604413	1.159696	0.971732	0.278755	0.791612	0.508288	0.431101	0.990893	0.559948	0.315596	0.809402	0.871248	0.218799	0.357891	0.374230	0.398289	0.064247	-0.197693	0.737385	0.348985	0.489069	0.248140	1.344232	1.213780	0.247059	0.827110	0.337904	0.751867	0.832743	0.300258	0.021750	0.767960	0.076661	-0.038014	1.314845	0.671057	0.454688	0.366851	0.822802	0.445710	0.093264	0.219161	0.858115	0.349514	0.869766	0.519118	0.226331	0.969122	0.655833	0.658067	0.766374	0.724835	0.537567	0.277596	0.391490	0.936017	0.450817	0.125106	1.247959	0.854860	0.327288	1.273914	0.762699	0.919015	0.967265	0.929175	0.983875
Probe 192	0.639858	0.320666	0.632606	-0.609348	-0.040572	0.765351	-0.113694	0.054233	-0.330872	0.246589	-0.080886	-0.093564	-0.099967	0.622251	0.024850	-0.050525	-0.189070	-0.308330	0.493855	-0.101672	-0.046177	-0.097990	0.624543	0.250708	-0.267726	0.069523	0.407036	0.009768	0.548369	0.551126	0.420875	0.636918	-0.078232	0.521107	0.226295	-0.312733	-0.161907	0.889126	-0.118281	0.759133	-0.135722	-0.023185	0.629063	0.488314	0.171726	0.011792	0.560427	0.185306	-0.161997	0.175350	-0.281661	0.089624	-0.288009	-0.144705	-0.114661	0.046224	-0.018616	-0.214271	-0.289672	-0.189262	0.412986	0.441383	0.435375	0.669864	0.025876	0.129402	0.102488	0.186555	-0.100225	-0.321249	-0.016707	-0.179656	0.098295	0.417431	-0.299041	0.041731	-0.560254	0.480676	0.768304	-0.137123	0.417186	-0.078615	0.697156	-0.341221	-0.090634	0.412540	0.109432	0.229393	0.244457	0.625305	-0.178296	-0.117643	0.567286	-0.142546	0.409333	0.558105	-0.311493	0.052101	0.795255	0.478518	0.600487	0.658924
Probe 193	0.003458	-0.089662	0.076532	-0.103315	0.204792	-0.090558	-0.262603	-0.194203	-0.106476	0.496417	0.081735	-0.217929	0.027539	-0.064256	-0.034654	-0.388998	-0.010661	-0.111677	0.000820	-0.174329	-0.028194	-0.118341	-0.068395	-0.179972	-0.008387	-0.201901	0.519642	-0.106844	-0.030199	-0.072783	-0.051204	-0.138927	0.038622	0.172175	0.222953	-0.236022	-0.073284	0.079739	-0.060973	0.011714	-0.191795	0.084973	0.180149	-0.024394	0.218083	0.045042	-0.019843	0.167294	0.006820	0.197166	0.004884	-0.156166	-0.018613	-0.121541	0.090400	0.134070	0.155843	-0.122866	-0.045753	0.038438	-0.128131	-0.124012	0.533747	0.082946	0.198352	-0.151388	-0.017102	-0.107008	-0.015892	-0.048995	-0.026077	-0.134624	0.193002	0.168646	0.012202	-0.176134	-0.075874	-0.089587	-0.061639	-0.193149	0.023370	-0.293895	0.093163	-0.301575	-0.169008	-0.149872	0.003200	-0.010471	-0.150727	-0.039414	-0.295369	0.077382	-0.077561	-0.026386	-0.131571	-0.052574	-0.042602	-0.062672	0.036540	0.159141	0.220879	0.238551
Probe 194	-1.274218	-0.958322	-0.730630	-1.395001	-1.234661	-1.167772	-0.502457	-1.347563	-1.254245	-1.179744	-1.868986	-0.631833	-0.918952	-1.190673	-1.333577	-0.254408	-1.235624	-1.286390	-1.038030	-0.648161	-1.150565	-0.789137	-1.159972	-1.200442	-1.376264	-1.304136	-1.146215	-1.436455	-1.468049	-1.353857	-1.111324	-1.251922	-1.788949	-1.331314	-0.966322	-0.501725	-1.160178	-0.617631	-1.708460	-0.739405	-0.707622	-1.724480	-1.223445	-0.879970	-1.067805	-1.344275	-0.596198	-0.915570	-1.622137	-0.978550	-1.345280	-1.290787	-1.176396	-0.855412	-1.790383	-1.044939	-1.030613	-1.209520	-1.351460	-1.556241	-0.988807	-1.286653	-1.169650	-0.687738	-1.054004	-1.154280	-1.198191	-1.204332	-1.265579	-1.175135	-1.405737	-0.531601	-1.050178	-1.268569	-1.264098	-1.226934	-1.414311	-0.960980	-1.097041	-0.711271	-0.551634	-1.461996	-0.566686	-0.357844	-0.538609	-0.991189	-1.357017	-0.988337	-1.273631	-1.156010	-0.588121	-1.708848	-1.292522	-1.211554	-1.003591	-1.208169	-1.297815	-1.496293	-0.687717	-1.224496	-1.201667	-1.161978
Probe 195	0.044127	-0.450327	-0.205089	-0.875451	-0.632164	0.172400	-0.597107	-0.117479	-0.193533	-0.482734	-0.334574	-0.595861	-0.523150	-0.015895	-0.318595	-0.544727	-0.482759	-0.502200	-0.092753	-0.577104	-0.626137	-0.585126	-0.175219	-0.140723	-0.644484	-0.152821	-0.491519	-0.178465	-0.046178	0.038800	-0.548381	-0.253088	-0.399356	-0.091138	-0.412443	-0.615548	-0.203440	-0.210352	-0.244331	-0.186963	-0.509349	-0.273251	-0.090277	-0.480046	-0.388776	-0.316888	-0.111133	-0.355546	-0.346389	-0.330995	-0.650001	-0.139088	-0.517261	-0.601916	-0.311172	-0.567401	-0.370612	-0.282261	-0.204186	-0.664540	-0.162593	-0.120158	-0.501455	-0.195011	-0.386822	-0.117775	-0.152411	-0.120158	-0.622807	-0.202630	-0.157322	-0.634961	-0.381352	-0.195685	-0.655557	-0.166301	-0.793737	-0.099770	-0.125476	-0.584154	-0.182355	-0.269120	-0.182213	-0.596572	-0.671755	-0.112836	-0.312391	-0.420552	-0.218327	0.081252	-0.554814	-0.254615	0.301271	-0.217729	-0.091287	-0.140681	-0.187001	-0.314210	-0.216287	-0.166247	-0.093579	-0.083693
Probe 196	-0.039663	0.017749	-0.083148	0.690441	0.406817	-0.026839	-0.387552	0.133721	-0.225075	0.268177	-0.054959	0.099615	-0.182160	-0.118014	-0.273701	-0.426460	0.191502	0.140196	-0.001566	0.068524	0.467323	0.124594	-0.053715	-0.100048	0.702631	0.157903	0.192450	-0.182034	-0.114310	-0.016277	-0.077887	-0.055945	-0.111178	0.089957	-0.140433	-0.417505	-0.226365	-0.141495	0.087647	-0.121681	-0.313951	-0.021006	0.082621	-0.069215	-0.203212	-0.206616	-0.002421	-0.167755	-0.129886	-0.194644	0.749450	0.022862	0.179823	0.146148	-0.058304	0.386432	-0.059126	-0.212147	-0.267759	0.519002	0.002376	-0.124380	0.168802	-0.086624	-0.164882	-0.044683	-0.297181	0.040519	0.146636	-0.275492	-0.256156	-0.298899	-0.145078	0.147315	0.642081	0.116914	0.821615	0.010626	-0.258316	0.124447	-0.069839	0.178098	-0.107863	-0.245016	-0.416683	0.032390	-0.282945	-0.026700	0.060883	-0.016408	0.141088	-0.020187	0.068842	-0.245831	0.074531	-0.158544	-0.228755	-0.205592	-0.086736	0.159901	0.060035	0.144784
Probe 197	0.549368	0.259262	-0.001652	-0.352463	-0.230975	0.500307	0.243851	0.643124	-0.279623	0.226612	-0.214583	-0.418350	-0.145959	0.477685	-0.230957	0.013985	0.062289	-0.079256	-0.112176	-0.341832	-0.187030	-0.444405	0.763296	0.789410	-0.376995	0.748093	0.261385	-0.216152	0.518360	0.418086	0.295510	0.869344	-0.181145	-0.144463	-0.231009	0.030015	-0.331065	0.172882	-0.225642	0.144401	0.100890	-0.186945	-0.154841	0.215347	-0.148066	-0.106445	0.005438	-0.186905	-0.126597	-0.056524	-0.458487	0.692597	-0.050803	-0.516287	-0.232164	-0.087250	-0.345708	-0.295967	-0.466497	-0.235709	-0.048272	0.465758	0.321412	-0.031960	-0.249318	0.653659	-0.235661	0.598196	0.148069	-0.500098	-0.232499	0.201436	-0.311529	-0.257966	-0.272256	0.752756	-0.399624	-0.184809	0.672710	-0.468976	-0.025641	0.934933	0.056154	0.045060	0.170432	-0.086312	0.058123	0.254174	0.752132	0.468425	-0.402714	-0.213594	0.340856	-0.345123	-0.032895	0.622828	-0.453435	-0.184376	0.155675	-0.130670	-0.172474	-0.102107
Probe 198	0.481045	0.692488	0.897737	1.279415	1.261182	0.618892	1.281155	0.491435	0.634192	1.317660	0.802626	1.562463	1.217688	0.630922	0.536922	1.446287	1.335750	1.296039	0.432654	1.501935	1.189893	1.454363	0.462140	0.583155	1.327823	0.526034	1.359062	0.646818	0.472969	0.623852	0.550592	0.440119	0.741912	0.432531	1.033234	1.320781	0.673677	0.930868	0.853324	0.949658	1.077475	0.787967	0.636968	0.653786	1.023376	0.719118	0.460519	1.116781	0.945580	1.143935	1.326561	0.519186	1.253201	1.499141	0.725291	1.284732	1.079643	0.690229	0.484846	1.148726	0.482537	0.617931	1.273170	0.933130	1.096479	0.611445	0.695233	0.601368	1.214520	0.514314	0.618937	1.132376	1.020763	0.508332	1.282843	0.479048	1.263482	0.509430	0.500613	1.552651	0.933382	0.307891	0.925034	1.458450	1.353863	0.461832	0.638184	0.669752	0.426469	0.530920	1.733149	0.901453	0.614814	0.617280	0.420841	0.533861	0.540036	0.678728	0.965645	0.496982	0.534084	0.576244
Probe 199	-1.530224	-1.609099	-1.950997	-0.764527	-0.553852	-1.446477	-1.676193	-1.672701	-1.898400	-0.979695	-2.236008	-0.887870	-1.502017	-1.388318	-1.926741	-1.207823	-0.989507	-0.977291	-1.745312	-0.979404	-0.598266	-0.862701	-1.498021	-1.879824	-0.754325	-1.633222	-0.908718	-1.876020	-1.057236	-1.384614	-1.019566	-1.454704	-2.163482	-1.999733	-2.001707	-1.382988	-1.862069	-1.606883	-2.287000	-1.757650	-1.528457	-2.208643	-1.910625	-1.679016	-2.030252	-2.187709	-1.642526	-1.742911	-2.254100	-1.960773	-1.059597	-1.936851	-0.790068	-0.984529	-2.216904	-0.698056	-1.812387	-1.848412	-1.788807	-0.335856	-1.661533	-1.106443	-0.945697	-1.806610	-1.843785	-1.672323	-2.148934	-1.881856	-0.941922	-1.673528	-1.998669	-1.605355	-1.886658	-1.993292	-0.800582	-1.572650	-0.685345	-1.633612	-1.588382	-0.843033	-1.694826	-1.388339	-1.685913	-1.554882	-1.669272	-1.618308	-1.997538	-1.396166	-1.576553	-1.363510	-0.935795	-2.120142	-1.425348	-1.876317	-1.658152	-1.495968	-1.898071	-2.029956	-1.572651	-1.927185	-2.027605	-1.946211
Probe 200	-0.437106	-0.503063	0.046262	-0.468962	-0.698053	-0.499177	-0.261729	-0.064557	0.296480	-0.837391	-0.249904	-1.148055	-0.655257	-0.370271	0.277683	-0.452962	-0.744223	-0.834632	0.082536	-1.162781	-0.641504	-1.184788	-0.021056	-0.042614	-0.623020	-0.126547	-0.886636	0.039167	-0.322652	-0.322805	-0.329015	0.008476	-0.263584	-0.113914	-0.539176	-0.434871	0.323393	0.156774	-0.467879	-0.197954	-0.356010	-0.342214	-0.220353	-0.666981	-0.483310	0.355547	0.099207	-0.834043	-0.353543	-0.484407	-0.600013	-0.010520	-0.695875	-1.209061	-0.319070	-0.635346	-0.842988	0.376523	0.366855	-0.462204	-0.047299	-0.525219	-0.944985	-0.069426	-0.819548	-0.153715	0.266802	-0.000141	-0.595171	0.255747	0.179292	-0.253018	-0.659752	-0.274723	-0.483092	-0.065895	-0.569868	0.139412	-0.128173	-1.239557	-0.119482	0.302508	0.113286	-0.500698	-0.138490	0.070327	0.162524	-0.565655	0.091221	-0.324547	-1.179322	-0.398659	-0.492098	0.297066	-0.105004	-0.144403	0.319645	0.239412	0.099845	-0.209501	-0.114447	-0.116619
Probe 201	-0.178352	-0.704020	-0.491865	-1.029709	-0.960353	0.084560	-1.026283	-0.223519	-0.677519	-0.722920	-0.838763	-0.236610	-0.776505	-0.355547	-0.943355	-1.047465	-0.026258	0.062647	-0.808797	-0.216196	-0.956673	-0.333252	-0.684883	-0.273316	-1.168225	-0.474601	-0.674926	-0.971745	-0.303290	0.002701	-0.684473	-0.794543	-0.831032	-0.763432	-0.695525	-1.174850	-0.709979	-0.396370	-0.940800	-0.471210	-1.083516	-0.930396	-0.761804	-0.789774	-0.746597	-1.087046	-0.815387	-0.583590	-0.875870	-0.609402	-0.896775	-0.108630	0.188415	-0.379982	-0.904693	-0.915889	-0.837955	-0.725310	-0.769557	-0.931812	-0.726311	-0.492387	-0.715760	-0.444755	-0.714606	0.017741	-1.039134	-0.164894	0.286536	-0.695955	-1.149298	-1.169021	-0.651812	-0.859126	-0.856075	-0.382044	-1.003815	-0.662775	-0.828564	-0.296540	-0.566548	-0.911431	-0.386284	-1.209959	-1.066471	-0.688960	-1.052536	-0.661520	-0.926832	-0.001641	-0.166457	-0.945342	0.361372	-0.747482	-0.782546	-0.697149	-0.805008	-0.967186	-0.457241	-0.851958	-0.687413	-0.808270
Probe 202	-0.508458	-0.469978	-0.645764	-0.132679	0.174414	-0.590649	-0.589499	-0.493300	-0.576424	0.453958	-0.690016	-0.400902	-0.628445	-0.523292	-0.475223	-0.656097	-0.205971	-0.204924	-0.567720	-0.378497	0.007037	-0.315028	-0.269110	-0.432851	-0.090317	-0.475848	0.458563	-0.269363	-0.690055	-0.567203	-0.566428	-0.208591	-0.549916	-0.471301	-0.468861	-0.598405	-0.582935	-0.678100	-0.569645	-0.721228	-0.583956	-0.566151	-0.467855	-0.467276	-0.364831	-0.385361	-0.592123	-0.535150	-0.509920	-0.385704	-0.016597	-0.521075	-0.137296	-0.310175	-0.642822	0.113628	-0.534669	-0.621684	-0.611462	0.134719	-0.533941	-0.436109	0.473184	-0.713515	-0.455093	-0.361498	-0.415077	-0.535545	-0.208082	-0.637000	-0.409616	-0.776570	-0.417884	-0.501108	-0.083306	-0.554998	-0.110293	-0.517403	-0.169717	-0.318842	-0.635599	-0.473717	-0.770161	-0.769125	-0.546189	-0.542167	-0.211932	-0.437092	-0.376145	-0.604006	-0.558642	-0.504784	-0.478825	-0.653318	-0.508649	-0.211597	-0.612794	-0.470399	-0.658485	-0.451172	-0.456642	-0.466872
Probe 203	0.372778	0.246739	0.690613	0.577275	0.522645	0.286499	0.050732	-0.267161	0.965332	0.547518	0.446888	1.111262	0.023314	0.321411	0.955572	0.083732	-0.012050	0.036494	0.930284	0.997961	0.484990	0.899349	-0.133468	-0.232442	0.808952	-0.257628	0.623909	0.794838	0.392591	0.327465	0.400814	0.055519	0.325298	0.666915	0.095549	0.021205	0.997562	0.702036	0.195057	0.478347	-0.039896	0.293139	0.786357	0.161928	0.067008	0.965027	0.996985	0.164523	0.372227	0.105521	0.467462	-0.237932	0.015469	0.922901	0.373234	0.587507	-0.082230	1.073524	1.141718	0.383684	0.746580	0.215759	0.632599	0.686979	0.013599	-0.284228	0.796937	-0.203624	-0.044154	1.063130	0.839147	0.056353	0.004222	0.600523	0.585938	-0.310100	0.362866	0.870662	-0.025038	1.042942	0.405752	0.026346	0.667266	-0.056182	0.033412	0.819070	0.837624	0.192299	0.007020	0.342864	1.113408	0.385743	0.281377	0.988390	0.752863	0.015127	1.212788	0.947586	0.706024	0.734645	0.748537	0.740863
Probe 204	0.203138	-1.491802	-1.046024	-0.759979	-0.733938	0.478923	-1.028019	-0.153523	-0.740087	-0.639318	-1.541588	-0.598169	-1.271168	-0.066546	-1.372826	-0.963263	1.165709	1.390782	-1.390270	-0.524756	-0.698119	-0.536888	-1.198345	-0.150684	-0.845337	-0.329829	-0.668074	-1.253457	0.044280	0.306784	-1.489362	-1.292748	-1.457084	-1.342346	-1.045407	-1.265635	-0.643876	-0.989858	-1.601521	-1.078187	-1.262847	-1.490826	-1.325046	-1.384680	-1.088814	-1.197518	-1.490300	-1.308210	-1.415611	-1.113868	-0.621317	0.015298	1.181882	-0.559194	-1.520314	-0.730260	-1.274074	-0.683564	-0.817484	-0.784522	-1.521682	-0.453655	-0.580583	-1.099702	-1.123918	0.043325	-1.284950	-0.114456	1.436880	-0.753455	-1.293109	-1.165900	-1.051914	-1.459775	-0.682629	-0.321476	-0.892476	-1.487140	-1.315591	-0.554539	-1.203223	-1.258333	-1.061803	-0.913340	-1.098842	-1.369395	-1.429579	-1.254336	-1.263387	0.365222	-0.499269	-1.429534	0.852845	-0.791219	-1.317851	-1.369003	-0.981691	-1.521337	-1.074998	-1.359844	-1.352220	-1.457534
Probe 205	-0.119235	-0.702641	-0.235041	-0.340082	-0.087431	0.051435	-0.641712	-0.469432	-0.074277	-0.196842	-0.530675	-0.260841	-0.912494	-0.166166	-0.325893	-0.620737	0.059238	0.096750	-0.249207	-0.216222	-0.145819	-0.310156	-0.744961	-0.568166	-0.185913	-0.581150	-0.083088	-0.536948	-0.160697	0.007165	-0.496437	-0.627625	-0.563346	-0.160021	-0.732969	-0.645186	-0.077273	-0.267613	-0.680843	-0.382248	-0.697613	-0.520512	-0.094552	-0.682594	-0.856586	-0.306114	0.016102	-0.763101	-0.626319	-0.878773	-0.233610	-0.393832	0.007018	-0.273060	-0.557623	-0.032428	-0.982268	-0.001038	-0.010548	-0.260367	-0.194004	-0.283700	0.018991	-0.305303	-0.906536	-0.568254	-0.271913	-0.480764	0.166278	0.055486	-0.297584	-0.704397	-0.929297	-0.250723	-0.225795	-0.696177	-0.325348	-0.213725	-0.634018	-0.258324	-0.237552	-0.882481	-0.248902	-0.707300	-0.667304	-0.198287	-0.369264	-0.659051	-0.858981	-0.050066	-0.197833	-0.540454	0.086244	-0.011270	-0.240314	-0.706579	-0.043401	-0.345133	-0.287188	-0.159147	-0.114787	-0.084806
Probe 206	1.478869	0.050808	0.445994	0.114128	-0.072530	1.742010	0.180212	1.731967	0.745300	-0.046628	-0.012015	-0.299475	-0.014794	1.462252	0.200773	0.126357	1.833053	1.896077	0.197960	-0.267967	-0.138848	-0.206921	-0.046829	1.668711	0.063369	1.535827	-0.011431	0.341547	1.300745	1.634081	0.059405	0.123448	-0.000211	0.178257	0.016618	0.156875	0.791259	0.414763	0.052668	0.432523	0.130046	0.297275	0.172664	0.174428	-0.011328	0.194149	0.046547	-0.082649	0.112881	-0.022163	0.376076	1.828154	1.867974	-0.180981	0.018367	-0.051153	-0.154171	0.701449	0.614892	0.071269	0.169190	1.145598	0.019585	0.332640	-0.028999	1.786498	0.259992	1.777069	1.972801	0.615730	0.232622	0.041765	0.029740	0.067476	0.086523	1.453264	0.227517	0.247270	-0.014858	-0.318632	0.307330	0.355945	0.460284	0.073308	0.164531	0.258903	0.332799	0.148195	0.019142	1.602028	-0.348134	0.230886	1.873178	0.618113	0.232484	-0.042470	0.506518	0.196596	0.473040	0.176485	0.168750	0.140685
