Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 748	6.853989	5.417331	6.660281	5.795260	5.236436	6.699267	5.901305	9.760618	7.391391	5.668556	6.831700	6.758195	5.540590	5.799625	6.979817	7.191495	7.676436	6.431263	5.886572	6.892471	8.580875	7.299228	6.142660	5.765407	6.165096	7.221460	6.568507	7.044096	9.455024	8.408038	6.079890	5.329491	9.504945	7.491430	7.357182	5.152252	6.569522	5.416896	5.362955	7.368928	7.440299	6.768400	7.106007	8.187445	9.781715	7.342220	5.425385	5.848397	5.567751	5.147163	6.387003	6.705955	6.528334	6.602302	7.716513	6.732239	11.039244	5.216853	6.162621	5.032977	5.717678	7.685668	5.640222	5.591118	7.488863	5.274571	7.041798	6.962421	6.975392	6.897224	6.705482	7.917349	8.197569	5.616263	5.297369	5.863851	6.860116	8.135194	6.055445	6.434948	6.624075	7.063320	9.721193	8.396998	6.872042	5.856971	5.981362	7.003255	6.047682	7.136952	5.443524	6.417846	6.688827	7.585383	10.408452	5.163242	7.488235	7.394976	5.264523	7.269526
Probe 749	6.786950	6.013988	6.095866	5.714179	10.097321	5.351605	5.633653	5.888518	7.556638	6.263621	7.869633	6.175202	10.256712	6.058230	7.524298	7.866995	6.155511	5.769848	5.935541	6.196440	5.665777	6.062949	5.496526	5.899541	5.749716	7.476994	7.129942	5.357250	6.164202	5.729676	6.566113	10.282970	5.740095	7.418513	7.028383	6.229654	7.935168	9.704352	5.990927	7.887477	7.203129	5.653231	6.745437	9.138435	6.207932	7.152698	9.477979	5.913861	6.271162	5.524583	5.488541	7.522821	7.424137	5.967979	7.901597	5.337695	5.936413	5.764275	6.346592	5.464629	9.617665	5.751761	10.210876	9.949861	6.690730	6.470257	8.001676	5.209291	7.174274	5.637344	5.578146	5.716815	5.514955	5.460767	9.512007	5.327312	5.683292	5.611816	7.959273	8.747046	7.048093	6.897030	5.587394	5.870913	7.153973	5.892730	7.342228	7.053240	6.266711	5.403856	7.771426	7.744748	5.042326	5.659882	5.479048	5.910845	5.823497	5.904708	9.478366	6.028322
Probe 750	8.594302	5.356552	7.285419	8.594914	5.411316	5.198678	8.629582	5.585393	6.984492	6.702445	8.386833	9.131096	5.576307	6.706599	8.667455	6.589152	7.270983	7.270260	8.550332	5.349499	5.223151	8.430817	5.891164	9.265385	7.902280	6.381943	5.972675	4.977952	6.049242	5.554308	9.229892	5.755218	6.031146	6.507548	7.468018	5.350768	8.496174	5.774971	5.221014	8.437991	9.069492	8.789890	6.222668	7.006811	5.083096	6.275260	5.489102	7.894425	5.255922	5.174930	7.449158	8.458955	6.235852	5.033371	8.186305	8.606672	6.521128	5.347295	9.169083	5.066553	5.709143	8.485308	6.159240	5.808146	6.145420	5.135791	8.812351	9.199940	6.067551	8.445061	8.389352	8.480345	5.491863	8.471445	5.169474	9.170836	8.541429	5.360222	5.458271	7.752471	7.963039	5.964408	6.613477	5.763354	6.307791	9.155935	5.437390	6.017835	7.904572	8.933030	5.709410	7.913259	8.869315	5.367638	6.295070	5.180123	8.633787	7.245906	5.535048	5.167499
Probe 751	9.446361	4.645867	5.233503	4.884024	4.690214	4.465072	5.096679	4.804692	4.504880	4.505923	9.326655	6.416091	5.024426	4.927972	4.875494	4.685906	4.580913	5.218900	8.328534	4.726428	4.717215	4.705635	4.453228	8.010814	4.935298	4.372962	4.567932	4.502129	4.720321	4.986353	6.267655	5.865383	4.978994	4.545206	4.968627	4.538216	5.181973	4.776766	4.708846	7.582375	4.661407	7.825490	4.699063	4.815152	4.645045	4.661283	5.013029	5.020558	4.480817	4.516221	4.701198	4.824150	4.682742	4.399539	6.456709	5.071635	4.682528	4.834714	5.031132	4.313287	4.845204	4.567830	6.017949	5.005651	4.594596	4.350342	8.723008	4.792896	4.696360	6.526995	5.107829	4.863738	4.643846	4.837910	4.925091	4.544600	5.085195	4.606863	4.416145	4.923946	4.824917	4.647194	4.644107	5.113181	4.372912	8.160872	4.460801	4.409809	5.236791	4.685637	4.613679	10.295050	4.748567	4.951901	4.628192	4.551816	4.845771	5.187804	4.744850	4.703020
Probe 752	8.512908	10.320843	6.984695	9.698649	9.486322	10.138297	9.190674	8.457418	7.454419	9.385160	8.426863	9.175306	9.008782	9.422199	8.852623	7.950019	7.241809	6.281536	9.472000	8.178600	7.532667	8.821702	9.445873	9.345794	9.476093	7.666023	8.648401	6.695057	9.279896	8.490774	8.478907	8.504048	9.445058	7.713779	7.776013	10.491170	9.428360	9.257945	10.303692	8.475236	8.911425	9.593919	8.189242	9.044533	8.371981	7.311936	10.395020	9.512183	8.939680	10.443473	6.507776	8.939664	8.348073	10.058711	8.846601	9.465051	8.072309	10.355539	6.942715	10.465669	9.392157	9.143217	9.025572	8.838428	6.898837	10.243787	8.676445	9.680323	7.905638	9.730442	9.668158	9.527145	8.403625	9.838444	10.102512	7.138313	9.695078	8.685370	8.656194	9.468634	8.915463	8.403412	9.877069	9.097502	7.997803	9.150256	8.070558	7.318773	9.222111	9.601834	9.129936	7.889302	9.937487	8.005176	7.985941	10.405049	8.876469	8.822136	9.146448	9.191432
Probe 753	7.507156	10.330394	6.627761	9.023603	7.461712	10.786289	8.809882	10.504960	6.590302	10.129622	7.262965	9.092231	7.508007	10.346208	8.833391	6.615253	6.519290	6.085705	8.037013	9.003095	9.536812	10.187635	7.523366	8.284987	9.693873	6.722449	7.054965	6.047734	10.097980	8.324069	9.325755	6.750451	9.568710	6.939239	7.622826	10.074968	8.626018	8.288791	9.209954	7.870569	8.548924	9.700906	6.327925	9.710790	10.716114	6.601442	8.544300	8.813407	7.323738	9.808834	6.151860	9.450327	7.016524	9.992306	8.927447	9.701222	11.003924	10.788516	7.087840	10.287917	7.628750	9.269634	7.009813	7.208647	6.777668	9.320309	7.603941	10.182172	6.349878	9.107000	10.015090	9.347086	7.994977	8.824883	7.395275	6.816903	10.052107	8.479519	7.117974	9.855367	8.409834	6.789013	10.130644	9.542139	7.367499	8.192864	6.700955	7.234896	10.507844	10.132518	7.339817	6.872611	10.609832	9.120962	11.031338	10.239278	10.082292	9.003074	7.405501	9.704886
Probe 754	10.594996	5.117777	9.557995	10.530293	10.211753	4.716290	10.806332	10.456601	8.678719	10.015651	10.231123	10.671250	9.784355	10.134599	10.416906	8.509474	10.119495	9.644472	9.816630	10.708247	6.961748	10.719085	4.547628	10.508794	9.768852	8.156288	5.234433	4.376158	10.671886	9.283365	9.808240	9.349168	10.909007	8.767803	8.067659	4.676262	10.345531	10.121268	4.460786	10.075088	10.553940	9.825469	8.905823	9.893242	9.855115	8.553153	9.894251	9.785929	5.063632	4.561027	10.197964	10.412286	5.487069	4.778019	9.813149	10.688669	8.320189	4.666708	10.039177	4.600690	9.766376	10.806938	9.254014	10.123221	9.126406	5.279574	10.351330	11.165138	9.244435	10.122066	10.641254	10.783009	9.351394	10.205011	10.024182	10.576316	10.620519	9.520836	4.190541	9.976251	8.980683	8.973454	11.258484	10.529992	8.037270	10.403749	4.939885	7.585954	9.951560	11.093377	4.999684	10.150190	10.875127	9.114002	9.389788	4.454787	11.078334	9.974964	9.715426	10.033423
Probe 755	5.419451	6.112711	5.551693	4.704699	4.938520	10.774577	5.154982	6.232978	4.784003	4.851890	5.047505	5.058193	5.003304	4.739480	4.705660	7.295480	5.535702	5.526323	4.772528	9.622755	6.167273	4.701992	5.356853	4.936383	5.090893	6.304015	5.494802	4.760816	6.822020	5.763312	5.035715	4.707670	6.880156	6.257744	5.244064	6.379094	4.933974	4.775415	8.125778	4.736480	4.698140	4.729913	6.886242	4.799074	5.999667	4.867501	4.705516	4.974216	8.151067	7.652965	5.485217	4.634653	5.118223	8.932916	4.673889	4.746934	5.225070	5.284843	5.269135	6.589561	5.003228	4.673900	5.110172	4.901855	4.702478	5.925138	5.177270	4.596661	7.622533	4.857760	5.066527	4.776264	6.651757	4.859650	4.813770	5.144719	5.066223	6.808806	4.993685	4.728422	5.055383	7.704790	6.941045	6.601287	7.565171	4.890681	4.864422	6.401710	4.840176	4.625224	5.315593	5.332298	4.581649	7.516591	5.410037	6.217976	4.695638	4.767466	4.874329	9.237171
Probe 756	8.209774	7.590577	10.455720	9.579873	7.503765	10.042889	8.981198	6.578793	10.247127	7.962823	8.715142	8.404178	7.681112	8.599559	8.582842	10.429801	9.972315	10.324488	9.347516	7.835294	8.774926	8.247197	8.069457	9.382857	8.877403	10.828396	8.964015	8.683875	7.474611	7.115419	9.119375	9.729435	7.485887	10.376839	10.002639	8.822508	8.160842	7.877360	8.144259	8.926280	8.749926	9.016165	9.570603	9.374520	6.526981	10.769148	9.525908	9.189760	9.245280	9.062916	10.208897	8.146035	9.631013	10.249538	9.463942	8.635365	6.373150	8.334216	6.543587	9.018153	8.097068	8.479683	9.662180	7.191078	9.944185	9.635040	8.269747	8.879372	10.058856	9.414694	9.002122	8.052489	7.091553	9.827945	9.612230	8.389230	8.980215	7.147602	8.113269	8.770662	8.316731	9.366388	7.650575	7.208606	10.347527	9.376918	9.065688	10.515264	8.906360	8.837555	5.793973	9.251824	8.678340	8.222159	5.825846	8.934272	8.658158	9.388938	7.850316	8.307039
Probe 757	6.275701	5.100854	7.414069	5.810924	5.596738	5.147652	5.479140	5.103511	5.961329	5.864077	7.424211	5.401488	5.195018	5.976187	5.855889	6.778731	8.250534	8.467405	5.999980	5.767373	6.168575	5.840565	8.340065	6.265360	5.498996	7.957676	7.069112	7.076282	5.316079	5.691407	5.380491	7.994431	5.594660	7.078152	6.602741	5.345082	5.641014	5.366383	5.358527	6.544524	5.578064	5.730761	6.898681	5.794685	5.308193	7.389564	5.300883	5.629394	6.664787	5.523958	8.637591	5.840208	7.579098	5.157949	7.438547	5.471593	5.639604	4.643322	6.323663	5.785242	5.216918	6.035922	7.557250	5.592285	6.078548	5.717588	6.974578	5.530836	7.083918	6.146575	5.276946	5.739313	5.503846	5.684707	5.139655	9.032310	5.553645	5.764016	7.544711	5.671482	5.861279	7.481743	5.463429	5.477226	8.720133	6.583131	8.802962	8.465938	5.781420	5.427933	6.830338	8.453411	5.638689	5.987836	5.382971	5.476392	6.002818	5.410762	5.667529	6.124295
Probe 758	7.420655	5.393080	5.348703	10.182923	9.307951	5.218798	9.445592	7.805883	7.655864	9.349829	7.793416	7.818628	8.819558	9.328288	9.820290	7.049004	5.624749	5.327962	9.423267	5.577848	5.868272	9.034227	4.994162	9.370763	8.873065	6.368701	5.866861	5.201641	7.071735	6.201445	7.212306	7.969142	6.130225	6.911406	7.638839	5.250856	8.829094	9.167807	5.437053	8.480454	9.977529	8.892098	6.779577	9.730065	7.937630	6.686593	8.865120	9.302822	4.915905	5.329573	5.673560	9.420507	5.549036	5.420816	9.081740	9.226095	7.443789	5.406346	7.237298	5.228838	9.314591	8.957515	8.037505	8.612670	6.610388	5.243133	7.834359	9.285731	6.693549	9.737134	9.170323	9.101673	7.016223	9.876500	8.577534	6.152252	9.362581	7.278185	5.110212	9.670589	9.303279	6.620966	6.381608	6.130026	5.288674	9.643428	5.222337	5.039846	9.651399	9.121935	5.246010	7.838182	9.246825	6.845510	7.707121	5.301356	8.739994	7.003063	8.882074	5.522146
Probe 759	5.439388	6.940933	5.524568	5.634363	5.931488	9.899080	5.511134	11.485150	7.766057	5.887455	5.462938	5.926027	5.727444	5.880430	5.489498	8.487203	5.710963	5.683478	5.288622	9.739398	10.095380	5.768775	6.672480	5.573785	5.638163	8.400312	6.625310	11.173759	10.163689	9.553136	5.486472	5.510862	9.153231	7.818850	7.571559	6.399356	5.886172	5.757451	7.454172	5.295904	5.681711	5.640535	7.360830	5.772280	11.821539	8.192709	5.908922	5.407566	7.050667	7.073155	5.462163	5.399610	6.932815	10.275098	5.355791	5.685637	10.659411	6.568790	5.777715	7.545258	5.735676	5.529859	5.892378	5.926117	7.025379	9.524494	5.118932	5.403679	8.858853	5.400989	5.458901	5.799218	9.989980	5.471874	5.624150	5.492699	5.491901	9.552857	6.942050	5.681098	5.405609	7.247649	9.729171	9.704353	7.406847	5.393363	5.747476	8.177445	5.081800	5.570676	6.576869	6.344309	5.391589	9.232316	11.163275	7.481317	5.703537	5.601077	5.718036	9.961730
Probe 760	9.388083	9.599347	8.799250	10.159900	10.604165	10.219473	9.771012	8.888876	8.946694	10.500874	9.451948	8.199610	10.346264	10.404751	10.374446	9.895404	8.369325	7.593417	10.295791	10.705283	10.762542	9.913716	8.836301	10.115276	9.348121	9.292445	7.541853	10.278172	10.647849	10.384155	8.426846	9.499368	10.204951	9.708510	9.102523	9.378752	10.558020	10.307548	9.853826	9.279089	10.420709	8.546708	9.785297	10.356092	8.910502	8.569224	10.008135	10.074993	10.413598	9.686188	7.335993	10.321745	7.832744	9.802343	9.706324	9.571776	7.372354	9.601230	7.039418	9.585525	10.580508	10.013450	9.774486	10.609352	8.637003	9.589548	9.670576	9.767864	9.757069	9.560464	9.720035	9.583512	10.294817	10.152636	10.263137	6.897015	9.492023	10.204064	7.952917	10.099870	10.193972	9.720383	10.442737	10.456810	9.798110	10.252169	7.217436	9.627871	10.263074	9.575416	7.743246	9.016607	9.515194	10.240438	7.356437	9.525354	9.776922	9.950226	10.116382	10.928937
Probe 761	10.088508	7.890984	10.833759	8.903107	12.818205	10.453278	8.559620	8.780881	8.561596	11.122941	10.948482	8.498964	11.768865	11.179392	9.938320	9.666963	11.429195	11.075776	10.113756	10.186038	10.218411	10.490236	8.630095	9.508572	9.068565	11.028482	10.284346	11.577974	8.269864	9.071127	9.247173	12.412051	8.596016	9.553019	10.195378	7.428775	9.643766	11.743261	7.783854	10.793767	9.938710	9.159278	10.686691	10.465248	8.623898	9.734253	11.361784	9.120916	9.421366	7.426032	10.778739	10.602913	10.199804	10.638420	11.187721	9.494758	9.237913	8.115341	9.799899	7.905031	11.702961	10.638659	12.421023	11.624495	7.970583	9.390821	10.652172	9.436400	9.959184	10.162115	9.432470	9.860446	8.546122	9.448853	11.609914	10.889363	9.273731	8.282657	9.954653	10.372604	11.171784	10.966946	7.850480	9.407719	11.350162	10.076127	10.040961	11.428682	11.206007	9.338655	9.531163	10.968651	9.795617	9.067307	9.599256	7.683154	10.207403	10.213941	12.480532	10.536885
Probe 762	8.776221	6.068924	9.009340	6.558636	7.189611	6.765028	6.323120	9.133550	9.349550	7.367282	8.721776	7.486619	6.769818	7.089847	8.582725	7.912890	8.574943	8.304184	5.879452	9.037720	8.417254	8.982321	8.647360	5.838955	7.527102	8.361394	8.978868	7.969458	8.520822	8.192220	8.016833	8.862111	8.303122	8.396054	8.441523	5.793030	7.652434	6.656542	6.067850	9.044805	9.081461	8.169359	7.752218	8.414155	9.200842	8.905308	6.500318	6.353225	9.327007	5.665382	7.981401	8.617637	9.501726	7.008276	9.475986	7.757291	9.844928	5.850661	8.130849	5.911811	6.778381	9.143915	8.974048	7.408881	9.434103	6.526183	8.423880	7.303409	7.876002	8.460378	7.943948	8.709070	8.417978	6.561072	6.207313	9.077422	7.641319	7.836135	10.625031	7.498443	9.020093	7.947862	8.500486	8.115084	8.840084	5.724070	8.351117	8.813063	7.360527	7.392359	8.040626	9.843241	7.361168	8.892875	10.308133	5.786210	9.413622	8.160548	6.713607	8.667722
Probe 763	10.808595	9.941016	9.539000	11.087530	9.361704	9.121235	10.778705	6.554188	5.657828	10.508387	10.381715	10.272526	9.011534	10.571655	9.635518	7.633310	9.195770	9.403568	10.686749	7.381283	9.547327	9.929150	6.944560	10.720493	10.553677	6.199784	6.888805	8.910211	7.320311	8.996771	10.037792	9.348216	7.865279	7.359035	8.685059	10.333100	10.763778	9.082437	9.293205	9.046105	9.835689	10.277748	8.060167	9.507327	6.592533	5.619210	8.823516	10.895399	7.821572	9.828031	9.567141	9.489211	7.138397	8.379570	9.411243	10.566361	6.613736	9.316152	10.347595	9.997793	9.129230	9.884026	9.482185	9.021754	5.988095	9.366077	10.504579	11.007087	7.449349	10.552334	10.758884	10.393158	8.584349	10.928376	8.645946	10.155196	10.784715	7.934436	6.743433	10.234698	9.204019	7.870620	7.616749	8.447687	8.552871	10.845712	7.253311	7.703664	10.235200	10.936159	7.046829	10.337569	10.727085	9.000169	6.379699	9.991763	10.004509	9.548709	8.908100	9.119653
Probe 764	8.648928	7.416186	10.248357	8.023146	7.259879	7.625736	7.730036	6.795068	8.427239	7.341387	8.707897	7.650907	6.974739	7.625075	7.573587	9.933660	9.893260	10.308212	8.289496	6.802996	7.244063	7.822079	8.526991	7.933083	7.634863	9.186064	10.554839	7.457908	7.180769	7.106581	7.945439	8.247204	6.897192	10.110791	9.544480	8.016893	7.936339	7.023586	7.869282	8.154920	7.934534	7.943829	9.841836	7.859276	6.642725	8.903825	7.495795	7.738115	8.397410	7.999233	10.521039	7.641849	10.416303	7.581440	8.443320	7.869584	6.715656	7.356786	10.086624	7.619544	7.077035	7.704118	8.706956	6.656059	8.143925	7.830834	8.533155	7.438961	9.548686	7.947726	7.983278	7.747168	7.234096	8.031055	7.538032	10.808690	8.014721	6.819673	10.691692	7.590931	7.874853	9.695310	7.245202	6.778871	9.982441	8.135138	9.862906	9.645975	7.539962	7.472312	10.734074	8.840997	7.882744	6.830557	6.622036	7.538226	7.952650	7.573540	7.167686	7.119075
Probe 765	6.777771	9.165569	7.314311	6.629572	7.970033	8.926049	7.126902	7.174429	7.159613	7.061299	6.678147	6.704131	8.080342	6.679488	6.887075	8.858202	7.622895	6.898565	6.591811	7.190377	7.163992	6.229915	9.789583	6.555948	6.778486	8.181017	7.440089	6.510233	7.282007	7.792622	6.594724	6.779420	7.877868	8.072227	8.131270	9.301333	6.402152	8.058201	9.934539	6.470390	6.417733	6.325713	8.130730	6.577605	6.982451	7.572701	8.043695	6.562899	9.522316	9.589938	6.843303	6.295622	7.332695	9.398728	6.410984	6.425964	6.979181	8.584568	6.760704	8.831277	8.496726	6.268882	6.929806	8.617960	7.090688	9.469970	6.658642	6.182025	7.901543	6.490867	6.749934	6.653425	8.102329	6.285280	8.278639	6.417063	6.823724	8.084333	7.330092	6.778561	6.475985	8.733234	7.333008	7.076278	8.588211	6.225810	7.382224	8.471528	6.854526	6.335643	7.508401	7.049846	5.954191	8.718916	6.513544	9.051966	6.431606	6.779250	7.974313	7.181775
Probe 766	5.226693	10.763751	5.111466	5.214880	5.473075	9.422427	5.401878	9.107014	7.329346	5.501613	5.157893	5.195920	5.457541	5.089549	5.157909	7.654927	6.182618	5.117824	5.091150	8.224455	10.034128	5.239467	9.444507	5.106298	5.284870	6.832593	7.626484	8.064435	9.920743	10.419974	5.176335	4.952668	10.059286	6.966626	5.964286	10.600764	5.059057	6.411883	10.513566	5.126124	5.023943	4.979585	6.489064	5.061463	8.872756	7.029687	6.546219	5.269094	8.861045	10.842734	5.167464	5.106482	7.649709	6.171397	5.019477	5.039447	7.638420	11.002053	5.396519	11.052370	5.152960	5.063437	5.493673	5.312074	7.483822	8.340550	5.288879	4.908103	9.325022	5.044667	5.420614	5.435707	10.397141	5.128880	5.019585	4.927263	5.294523	10.425970	7.520369	5.370501	5.368897	6.230685	10.386226	9.149832	5.830298	5.117105	7.009807	5.838565	5.295779	4.954060	7.986138	4.903605	4.926616	9.939335	7.208668	10.976841	5.481318	5.497433	5.380895	9.458588
Probe 767	4.549800	7.822818	4.630480	4.489288	4.212990	6.448772	4.538615	6.866589	4.925446	4.482861	3.942537	4.584014	4.431370	4.130333	4.576818	5.340348	4.528871	4.375488	4.445766	5.746419	6.552305	4.403042	6.433315	4.389505	4.265625	4.620473	5.385974	5.493935	7.560125	8.193033	4.578852	4.111594	7.184341	4.874307	4.569869	7.478678	4.445449	5.118283	7.311022	4.415731	4.333372	4.376158	4.555453	4.328821	5.901999	4.605853	4.895502	4.330820	6.129593	7.778438	4.174791	4.268270	4.924660	4.630752	4.231206	4.363777	5.803320	8.070513	4.611570	8.225026	4.395836	4.305853	4.342071	4.871767	4.977944	5.505929	4.481281	4.366873	6.803510	4.179087	4.201609	4.330330	7.940168	4.409887	4.579169	4.237404	4.255905	7.918498	5.130966	4.497344	4.526930	4.713173	7.802515	6.761511	4.198047	4.162855	4.660172	4.272521	4.681677	4.350562	5.451234	3.980170	4.188917	7.225038	5.166351	8.095155	4.658598	4.562146	4.403233	6.862813
Probe 768	6.513798	6.389418	6.880658	6.457730	6.510229	6.202494	6.909660	11.496054	6.130624	6.633485	6.411051	7.311811	6.766426	6.559382	6.640243	6.276939	6.184208	6.639627	6.553350	6.711280	7.970880	6.674525	6.239904	6.768636	7.115269	6.037926	6.448860	6.224067	9.457006	9.592775	7.060523	6.398402	7.768367	6.168039	6.621025	6.238531	6.591251	6.476911	6.334673	6.639187	6.333088	7.360809	6.470605	6.679646	11.547277	6.337458	6.550197	6.873628	6.231480	6.104560	6.439163	6.370875	6.186349	6.114520	6.402664	6.715730	12.054709	6.511446	7.751184	6.084857	6.490443	6.508126	6.566999	6.590435	6.372317	6.125666	6.446491	6.387896	6.140816	7.125298	6.433490	6.531518	9.712568	6.380025	6.355264	6.879991	6.777846	9.062012	6.091198	6.642448	6.698433	6.704438	7.862195	8.850995	6.069262	6.413673	6.144131	6.039720	6.693534	6.457390	6.387414	6.245834	6.408079	7.340404	11.727800	6.166007	6.475576	6.893152	6.609128	6.836142
Probe 769	7.649702	4.650606	8.718977	5.462462	4.684666	4.533167	5.513420	6.996912	4.547423	4.933639	7.216619	5.954202	4.997599	5.325575	4.928347	4.578562	5.062795	9.142715	5.744977	5.709558	5.277104	4.658541	4.626873	5.549733	5.026468	4.668591	4.645514	5.011535	6.733876	5.240135	6.421913	5.979285	6.061684	4.581872	4.945712	4.565861	5.283632	4.723689	4.695203	5.006155	4.661395	5.919825	4.941469	4.864873	7.119820	4.679102	4.842283	5.392525	4.852590	4.420397	8.903135	4.931888	4.592529	4.577010	4.807876	4.997785	7.462234	4.818243	5.862872	4.521653	4.826198	4.580717	6.119895	5.182550	4.979931	4.510849	7.075606	4.511212	4.556363	4.916513	5.076534	4.709045	5.391579	4.925086	4.787996	7.792460	4.687103	5.314692	5.043277	4.912479	4.937479	4.876381	7.059601	5.789954	6.477652	5.533180	4.677254	6.850865	5.184692	4.584181	4.499440	8.700174	4.622569	5.218110	7.305517	4.407517	4.742546	5.259129	4.845840	4.972071
Probe 770	6.805214	7.065482	6.566070	6.596659	6.796677	6.927328	7.000705	11.619956	6.326475	7.218668	6.881956	6.421159	6.940232	7.036626	6.985295	6.598956	6.200957	6.206458	6.850934	6.665554	6.761633	7.171862	7.914679	6.594066	6.989833	6.385405	6.657121	6.349859	9.691532	8.505015	6.771347	7.493511	7.748022	6.597697	6.479740	6.715646	6.652344	6.617940	6.712711	7.187820	6.831385	7.014197	7.118018	6.899444	11.750756	6.469503	6.756227	6.789588	6.562726	6.814652	6.383216	6.837853	6.307314	6.594195	7.304604	6.856089	11.200288	6.965380	6.571915	6.978819	6.659283	7.432688	7.803958	6.596557	6.310222	6.648455	6.996539	6.894843	6.629015	7.053290	6.996785	7.596032	8.791689	6.862588	6.860967	6.362962	6.884472	8.386607	6.507117	6.712453	7.289698	6.737639	8.407449	8.682002	6.232107	6.753763	6.678179	6.255909	6.463805	6.961295	6.659526	6.635506	6.727388	6.575705	11.609197	7.077546	7.753965	7.542881	6.658668	6.671715
